arrond;capacity;avail. bike
75101;768;515
75102;660;411
75103;389;298
75104;634;397
75105;1203;736
75106;1032;717
75107;1010;681
75108;1481;989
75109;1172;505
75110;1583;427
75111;1972;708
75112;2726;1461
75113;2320;956
75114;1783;172
75115;3342;1646
75116;2205;840
75117;2176;550
75118;1894;302
75119;1812;207
75120;1909;138
92004;180;82
92007;141;13
92009;84;28
92012;880;404
92014;55;16
92020;148;44
92022;62;31
92023;74;17
92024;400;228
92025;120;88
92026;193;56
92032;122;36
92035;128;23
92036;126;86
92040;495;314
92044;359;215
92046;238;36
92048;107;33
92049;283;44
92050;222;119
92051;378;170
92062;58;32
92063;195;84
92064;79;20
92071;90;22
92072;118;3
92073;264;24
92075;258;31
92077;24;2
93001;404;122
93006;208;20
93008;19;14
93045;233;7
93048;792;94
93053;58;27
93055;563;99
93061;42;1
93063;67;17
93064;124;49
93066;516;292
93070;269;130
94002;122;56
94003;120;25
94016;112;63
94017;121;72
94018;248;56
94022;79;33
94033;349;61
94037;119;45
94041;579;215
94042;124;75
94043;150;29
94046;180;97
94052;131;42
94067;119;27
94069;44;19
94076;254;25
94080;278;142
94081;482;179
95018;95;74
