arrond;capacity;avail. bike
75101;327;215
75102;268;171
75103;78;51
75104;334;240
75105;991;317
75106;606;231
75107;854;396
75108;1106;284
75109;851;229
75110;1088;323
75111;1665;666
75112;1811;937
75113;1594;413
75114;1394;179
75115;2536;1254
75116;1562;380
75117;1809;382
75118;1490;303
75119;1147;196
75120;1384;179
92004;92;66
92007;111;15
92012;593;179
92022;24;9
92023;74;14
92024;297;97
92025;78;49
92026;64;12
92032;34;13
92035;42;8
92036;27;12
92040;368;185
92044;359;162
92046;161;26
92048;64;34
92049;195;13
92050;222;102
92051;331;78
92062;30;15
92063;103;44
92064;79;9
92071;33;0
92072;65;7
92073;124;2
92075;182;16
93001;323;100
93006;180;24
93008;19;10
93045;210;15
93048;713;66
93055;459;80
93061;42;8
93063;67;24
93064;76;30
93066;404;132
93070;49;28
94002;71;23
94003;95;25
94016;92;36
94017;84;39
94018;105;44
94022;79;31
94033;273;68
94037;89;35
94041;302;116
94042;124;69
94043;125;24
94046;160;72
94052;131;27
94067;65;14
94069;44;19
94076;68;11
94080;147;20
94081;260;93
95018;95;72
