arrond;capacity;avail. bike
75101;768;471
75102;660;331
75103;389;250
75104;634;497
75105;1203;358
75106;1032;441
75107;1010;429
75108;1481;409
75109;1172;334
75110;1583;519
75111;1972;816
75112;2726;1279
75113;2320;616
75114;1783;252
75115;3342;1619
75116;2205;538
75117;2176;473
75118;1894;410
75119;1812;337
75120;1909;266
92004;180;115
92007;141;23
92009;84;36
92012;880;301
92014;55;12
92020;148;37
92022;62;30
92023;74;15
92024;400;152
92025;120;82
92026;193;59
92032;122;37
92035;128;24
92036;126;60
92040;495;253
92044;359;171
92046;238;36
92048;107;42
92049;283;34
92050;222;102
92051;378;88
92062;58;19
92063;195;77
92064;79;7
92071;90;24
92072;118;8
92073;264;29
92075;258;60
92077;24;1
93001;404;116
93006;208;32
93008;19;10
93045;233;16
93048;792;92
93053;58;28
93055;563;104
93061;42;8
93063;67;24
93064;124;57
93066;516;182
93070;269;142
94002;122;63
94003;120;22
94016;112;48
94017;121;71
94018;248;78
94022;79;31
94033;349;96
94037;119;49
94041;579;241
94042;124;70
94043;150;26
94046;180;89
94052;131;26
94067;119;22
94069;44;21
94076;254;28
94080;278;38
94081;482;178
95018;95;72
