arrond;capacity;avail. bike
75101;768;541
75102;660;429
75103;389;242
75104;634;443
75105;1203;424
75106;1032;444
75107;1010;544
75108;1481;659
75109;1172;448
75110;1583;400
75111;1972;643
75112;2726;1179
75113;2320;655
75114;1783;230
75115;3342;1510
75116;2205;532
75117;2176;380
75118;1894;313
75119;1812;252
75120;1909;196
92004;180;93
92007;141;21
92009;84;35
92012;880;300
92014;55;19
92020;148;44
92022;62;29
92023;74;11
92024;400;168
92025;120;75
92026;193;59
92032;122;35
92035;128;27
92036;126;59
92040;495;275
92044;359;182
92046;238;45
92048;107;38
92049;283;48
92050;222;111
92051;378;122
92062;58;27
92063;195;79
92064;79;13
92071;90;22
92072;118;9
92073;264;25
92075;258;42
92077;24;1
93001;404;119
93006;208;18
93008;19;7
93045;233;11
93048;792;72
93053;58;25
93055;563;87
93061;42;7
93063;67;17
93064;124;56
93066;516;213
93070;269;129
94002;122;51
94003;120;21
94016;112;46
94017;121;69
94018;248;70
94022;79;34
94033;349;76
94037;119;47
94041;579;228
94042;124;70
94043;150;15
94046;180;90
94052;131;26
94067;119;14
94069;44;18
94076;254;19
94080;278;18
94081;482;161
95018;95;73
