arrond;capacity;avail. bike
75101;768;321
75102;660;273
75103;389;202
75104;634;347
75105;1203;450
75106;1032;478
75107;1010;556
75108;1481;696
75109;1172;348
75110;1583;428
75111;1972;731
75112;2726;1424
75113;2320;905
75114;1783;191
75115;3342;1726
75116;2205;721
75117;2176;563
75118;1894;369
75119;1812;270
75120;1909;163
92004;180;99
92007;141;17
92009;84;39
92012;880;389
92014;55;16
92020;148;43
92022;62;30
92023;74;20
92024;400;245
92025;120;87
92026;193;45
92032;122;39
92035;128;23
92036;126;91
92040;495;308
92044;359;196
92046;238;47
92048;107;38
92049;283;73
92050;222;112
92051;378;142
92062;58;25
92063;195;75
92064;79;29
92071;90;22
92072;118;4
92073;264;31
92075;258;40
92077;24;3
93001;404;172
93006;208;29
93008;19;14
93045;233;10
93048;792;120
93053;58;30
93055;563;110
93061;42;3
93063;67;23
93064;124;52
93066;516;280
93070;269;152
94002;122;45
94003;120;39
94016;112;63
94017;121;74
94018;248;76
94022;79;34
94033;349;63
94037;119;56
94041;579;250
94042;124;63
94043;150;37
94046;180;103
94052;131;50
94067;119;32
94069;44;33
94076;254;34
94080;278;144
94081;482;182
95018;95;73
