arrond;capacity;avail. bike
75101;768;474
75102;660;342
75103;389;243
75104;634;492
75105;1203;356
75106;1032;418
75107;1010;440
75108;1481;431
75109;1172;328
75110;1583;501
75111;1972;752
75112;2726;1257
75113;2320;618
75114;1783;254
75115;3342;1587
75116;2205;532
75117;2176;457
75118;1894;403
75119;1812;309
75120;1909;257
92004;180;113
92007;141;21
92009;84;38
92012;880;284
92014;55;12
92020;148;39
92022;62;30
92023;74;14
92024;400;146
92025;120;82
92026;193;59
92032;122;36
92035;128;23
92036;126;57
92040;495;255
92044;359;163
92046;238;41
92048;107;43
92049;283;34
92050;222;102
92051;378;92
92062;58;22
92063;195;76
92064;79;9
92071;90;23
92072;118;9
92073;264;27
92075;258;60
92077;24;1
93001;404;113
93006;208;33
93008;19;10
93045;233;16
93048;792;81
93053;58;27
93055;563;103
93061;42;8
93063;67;24
93064;124;56
93066;516;182
93070;269;141
94002;122;60
94003;120;27
94016;112;49
94017;121;71
94018;248;78
94022;79;31
94033;349;94
94037;119;50
94041;579;238
94042;124;69
94043;150;28
94046;180;85
94052;131;26
94067;119;21
94069;44;20
94076;254;25
94080;278;28
94081;482;171
95018;95;72
