arrond;capacity;avail. bike
75101;768;379
75102;660;318
75103;389;269
75104;634;417
75105;1203;555
75106;1032;476
75107;1010;494
75108;1481;648
75109;1172;425
75110;1583;463
75111;1972;807
75112;2726;1528
75113;2320;813
75114;1783;239
75115;3342;1623
75116;2205;730
75117;2176;522
75118;1894;365
75119;1812;304
75120;1909;223
92004;180;109
92007;141;16
92009;84;31
92012;880;357
92014;55;14
92020;148;34
92022;62;33
92023;74;11
92024;400;226
92025;120;95
92026;193;59
92032;122;37
92035;128;27
92036;126;74
92040;495;307
92044;359;134
92046;238;42
92048;107;41
92049;283;38
92050;222;105
92051;378;123
92062;58;33
92063;195;82
92064;79;22
92071;90;25
92072;118;7
92073;264;19
92075;258;22
92077;24;1
93001;404;91
93006;208;13
93008;19;13
93045;233;8
93048;792;120
93053;58;26
93055;563;83
93061;42;7
93063;67;22
93064;124;54
93066;516;241
93070;269;144
94002;122;56
94003;120;17
94016;112;52
94017;121;72
94018;248;70
94022;79;35
94033;349;70
94037;119;58
94041;579;203
94042;124;68
94043;150;28
94046;180;96
94052;131;39
94067;119;30
94069;44;25
94076;254;15
94080;278;68
94081;482;189
95018;95;74
