arrond;capacity;avail. bike
75101;768;630
75102;660;575
75103;389;283
75104;634;531
75105;1203;789
75106;1032;735
75107;1010;774
75108;1481;1051
75109;1172;632
75110;1583;309
75111;1972;529
75112;2726;1124
75113;2320;948
75114;1783;142
75115;3342;1416
75116;2205;754
75117;2176;407
75118;1894;205
75119;1812;192
75120;1909;104
92004;180;73
92007;141;12
92009;84;27
92012;880;409
92014;55;16
92020;148;53
92022;62;28
92023;74;16
92024;400;180
92025;120;80
92026;193;54
92032;122;43
92035;128;29
92036;126;68
92040;495;319
92044;359;227
92046;238;49
92048;107;34
92049;283;58
92050;222;125
92051;378;184
92062;58;37
92063;195;81
92064;79;26
92071;90;23
92072;118;8
92073;264;29
92075;258;53
92077;24;2
93001;404;172
93006;208;11
93008;19;13
93045;233;3
93048;792;90
93053;58;27
93055;563;89
93061;42;3
93063;67;13
93064;124;62
93066;516;310
93070;269;141
94002;122;50
94003;120;37
94016;112;46
94017;121;72
94018;248;65
94022;79;36
94033;349;27
94037;119;32
94041;579;231
94042;124;68
94043;150;16
94046;180;90
94052;131;29
94067;119;21
94069;44;9
94076;254;21
94080;278;120
94081;482;150
95018;95;71
