arrond;capacity;avail. bike
75101;768;462
75102;660;348
75103;389;301
75104;634;513
75105;1203;361
75106;1032;423
75107;1010;411
75108;1481;286
75109;1172;425
75110;1583;624
75111;1972;966
75112;2726;1301
75113;2320;593
75114;1783;284
75115;3342;1715
75116;2205;549
75117;2176;553
75118;1894;512
75119;1812;368
75120;1909;353
92004;180;115
92007;141;26
92009;84;36
92012;880;337
92014;55;11
92020;148;38
92022;62;31
92023;74;17
92024;400;171
92025;120;86
92026;193;66
92032;122;40
92035;128;31
92036;126;58
92040;495;244
92044;359;153
92046;238;44
92048;107;44
92049;283;41
92050;222;103
92051;378;96
92062;58;20
92063;195;76
92064;79;6
92071;90;24
92072;118;6
92073;264;27
92075;258;59
92077;24;2
93001;404;123
93006;208;33
93008;19;9
93045;233;14
93048;792;103
93053;58;27
93055;563;125
93061;42;9
93063;67;22
93064;124;58
93066;516;171
93070;269;150
94002;122;69
94003;120;20
94016;112;49
94017;121;73
94018;248;87
94022;79;32
94033;349;111
94037;119;54
94041;579;249
94042;124;65
94043;150;50
94046;180;91
94052;131;29
94067;119;25
94069;44;21
94076;254;31
94080;278;31
94081;482;204
95018;95;73
