arrond;capacity;avail. bike
75101;768;151
75102;660;134
75103;389;214
75104;634;323
75105;1203;371
75106;1032;301
75107;1010;393
75108;1481;221
75109;1172;256
75110;1583;548
75111;1972;1073
75112;2726;1485
75113;2320;841
75114;1783;366
75115;3342;2000
75116;2205;619
75117;2176;705
75118;1894;737
75119;1812;474
75120;1909;392
92004;180;128
92007;141;24
92009;84;41
92012;880;393
92014;55;11
92020;148;43
92022;62;32
92023;74;26
92024;400;253
92025;120;96
92026;193;63
92032;122;46
92035;128;36
92036;126;87
92040;495;282
92044;359;154
92046;238;68
92048;107;50
92049;283;104
92050;222;102
92051;378;98
92062;58;24
92063;195;76
92064;79;16
92071;90;30
92072;118;7
92073;264;31
92075;258;71
92077;24;3
93001;404;173
93006;208;39
93008;19;11
93045;233;17
93048;792;169
93053;58;31
93055;563;149
93061;42;10
93063;67;28
93064;124;61
93066;516;243
93070;269;162
94002;122;61
94003;120;28
94016;112;65
94017;121;73
94018;248;103
94022;79;32
94033;349;112
94037;119;68
94041;579;285
94042;124;66
94043;150;62
94046;180;101
94052;131;52
94067;119;35
94069;44;33
94076;254;39
94080;278;101
94081;482;201
95018;95;74
