arrond;capacity;avail. bike
75101;768;460
75102;660;341
75103;389;293
75104;634;511
75105;1203;351
75106;1032;430
75107;1010;405
75108;1481;304
75109;1172;418
75110;1583;606
75111;1972;960
75112;2726;1305
75113;2320;600
75114;1783;289
75115;3342;1717
75116;2205;550
75117;2176;551
75118;1894;502
75119;1812;364
75120;1909;336
92004;180;114
92007;141;26
92009;84;35
92012;880;324
92014;55;9
92020;148;40
92022;62;31
92023;74;17
92024;400;174
92025;120;86
92026;193;65
92032;122;39
92035;128;29
92036;126;60
92040;495;242
92044;359;154
92046;238;45
92048;107;44
92049;283;45
92050;222;105
92051;378;97
92062;58;21
92063;195;76
92064;79;6
92071;90;24
92072;118;7
92073;264;27
92075;258;61
92077;24;2
93001;404;123
93006;208;32
93008;19;9
93045;233;13
93048;792;105
93053;58;27
93055;563;126
93061;42;9
93063;67;22
93064;124;61
93066;516;169
93070;269;150
94002;122;69
94003;120;20
94016;112;49
94017;121;73
94018;248;87
94022;79;32
94033;349;112
94037;119;57
94041;579;247
94042;124;67
94043;150;49
94046;180;91
94052;131;29
94067;119;23
94069;44;22
94076;254;30
94080;278;31
94081;482;200
95018;95;73
