arrond;capacity;avail. bike
75101;768;472
75102;660;379
75103;389;310
75104;634;441
75105;1203;592
75106;1032;523
75107;1010;440
75108;1481;424
75109;1172;485
75110;1583;559
75111;1972;1109
75112;2726;1542
75113;2320;853
75114;1783;299
75115;3342;1805
75116;2205;700
75117;2176;564
75118;1894;522
75119;1812;366
75120;1909;334
92004;180;112
92007;141;24
92009;84;32
92012;880;387
92014;55;14
92020;148;37
92022;62;30
92023;74;13
92024;400;207
92025;120;98
92026;193;65
92032;122;38
92035;128;30
92036;126;80
92040;495;306
92044;359;151
92046;238;49
92048;107;46
92049;283;26
92050;222;105
92051;378;126
92062;58;29
92063;195;81
92064;79;16
92071;90;28
92072;118;9
92073;264;25
92075;258;25
92077;24;2
93001;404;103
93006;208;19
93008;19;13
93045;233;10
93048;792;135
93053;58;25
93055;563;80
93061;42;5
93063;67;22
93064;124;55
93066;516;235
93070;269;147
94002;122;60
94003;120;19
94016;112;53
94017;121;74
94018;248;65
94022;79;33
94033;349;88
94037;119;69
94041;579;245
94042;124;67
94043;150;18
94046;180;96
94052;131;41
94067;119;28
94069;44;20
94076;254;47
94080;278;52
94081;482;212
95018;95;73
