arrond;capacity;avail. bike;ratio_pop;ratio_pop_log2;ratio_pop_log10;ratio_avail;ratio_avail_glob;ratio_avail_log2;ratio_avail_log10
75101;768;113;0.006420454545454545;0.009233149042290794;0.0027794548161656895;0.14713541666666666;0.0025137365693057192;0.19803570819925753;0.059614688380535935
75102;660;123;0.0054910714285714285;0.007900270839770646;0.002378218496640435;0.18636363636363637;0.002736191132961093;0.24654628304522477;0.07421782651607468
75103;389;216;0.006050420168067227;0.008702610415432554;0.002619746775622979;0.5552699228791774;0.004805018574956065;0.6371649871757651;0.1918057733267612
75104;634;339;0.01202127659574468;0.017239621372633178;0.005189643147052443;0.5347003154574133;0.007541209707917158;0.6179569646417042;0.1860235823866192
75105;1203;322;0.005235772357723577;0.00753391704430305;0.0022679350151793413;0.26766417290108063;0.007163036949703023;0.34217260016153456;0.10300421634295992
75106;1032;230;0.0053364269141531325;0.007678367295408293;0.0023114188736432133;0.22286821705426357;0.005116454964073588;0.29026893955929484;0.08737965761692294
75107;1010;380;0.00662020905923345;0.00951946700156549;0.002865645110204671;0.37623762376237624;0.008453273418904188;0.4607295899717126;0.13869342647145247
75108;1481;124;0.003076923076923077;0.004432246315260553;0.0013342390890645809;0.0837272113436867;0.00275843658932663;0.1160016567208177;0.03491997821968239
75109;1172;227;0.0037645107794361528;0.005420844009799783;0.001631836648765147;0.19368600682593856;0.005049718594976976;0.25542339274250536;0.07689010280975576
75110;1583;640;0.006673618352450469;0.009596011539109342;0.0028886873120095987;0.40429564118761846;0.014237092073943898;0.4898466928898088;0.14745854783663467
75111;1972;1263;0.008271119842829076;0.01188362560334349;0.0035773277638468668;0.6404665314401623;0.02809601138967366;0.7141061605019584;0.2149673743995268
75112;2726;1472;0.010300909727081876;0.014785051704729164;0.004450744050566358;0.5399853264856933;0.032745311770070964;0.6229166044869447;0.18751658274772687
75113;2320;934;0.005131868131868132;0.007384787991006022;0.002223042696911963;0.4025862068965517;0.020777256245411876;0.4880894456575934;0.14692956370994031
75114;1783;492;0.00358600583090379;0.0051642588219418814;0.0015545968107768412;0.2759394279304543;0.010944764531844372;0.35155984234842613;0.10583005781777663
75115;3342;2169;0.009171247357293869;0.013171007695214142;0.003964868389380576;0.6490125673249552;0.04825039485685049;0.7216023937713177;0.21722396546809822
75116;2205;692;0.004085005903187722;0.005881413116946987;0.0017704817650926337;0.3138321995464853;0.01539385580495184;0.3937810288255204;0.11853990139990446
75117;2176;841;0.004991097922848665;0.0071827222604821704;0.002162214850928529;0.3864889705882353;0.0187084288034169;0.47143613989636285;0.14191641914884615
75118;1894;1045;0.005209371884346959;0.007496027095274546;0.002256529003987582;0.5517423442449841;0.02324650190198652;0.6338890281829475;0.1908196114053579
75119;1812;698;0.003777056277056277;0.005438875344741212;0.0016372646214443812;0.3852097130242826;0.015527328543145062;0.47010440879189935;0.14151552814024387
75120;1909;666;0.003378995433789954;0.004866642396942321;0.001465005339649694;0.3488737558931378;0.014815473939447868;0.43175532955400553;0.12997130498354306
92004;180;147;0.0018014705882352941;0.0025966345052150395;0.0007816648738458272;0.8166666666666667;0.003270082085733989;0.8612937291684079;0.25927524755698
92007;141;37;0.0009610389610389611;0.0013858203361343832;0.00041717348977759035;0.2624113475177305;0.0008230818855248815;0.33618207856760424;0.10120088965351409
92009;84;52;0.0018439716312056737;0.0026578389904432136;0.0008000892597686807;0.6190476190476191;0.0011567637310079416;0.6951454184715792;0.20925962230833584
92012;880;427;0.003775419982316534;0.005436523551366622;0.0016365566610950257;0.48522727272727273;0.009498809868084443;0.5706837122707737;0.1717929154303757
92014;55;8;0.00040404040404040404;0.0005827893599303361;0.00017543707849284343;0.14545454545454545;0.0001779636509242987;0.19592020997525691;0.05897785995933788
92020;148;48;0.0014814814814814814;0.002135744343990988;0.0006429231106109794;0.32432432432432434;0.0010677819055457923;0.40525647848625845;0.12199435596151867
92022;62;35;0.001881720430107527;0.0027121977334561994;0.0008164528719421793;0.5645161290322581;0.0007785909727938069;0.6457165318002525;0.19438004476799095
92023;74;28;0.000532319391634981;0.0007677702151188205;0.00023112186452815242;0.3783783783783784;0.0006228727782350455;0.46297197634254594;0.13936845203094142
92024;400;288;0.004948453608247422;0.007121503761488201;0.002143786246441819;0.72;0.006406691433274754;0.7824085649273732;0.23552844690754893
92025;120;95;0.0011229314420803784;0.0016191387019146432;0.00048740931641674915;0.7916666666666666;0.002113318354726047;0.8413022539809416;0.25325721386798045
92026;193;83;0.0009551208285385501;0.0013772904480388462;0.00041460573760117655;0.43005181347150256;0.0018463728783395992;0.5160674195100886;0.15535177305744394
92032;122;52;0.0021940928270042194;0.0031619393136715314;0.0009518385778843128;0.4262295081967213;0.0011567637310079416;0.512206158285842;0.15418941760785151
92035;128;43;0.0015867158671586715;0.002287332918646931;0.0006885558185823671;0.3359375;0.0009565546237181056;0.41785251488589786;0.12578614074428546
