arrond;capacity;avail. bike
75101;768;460
75102;660;334
75103;389;281
75104;634;508
75105;1203;353
75106;1032;427
75107;1010;391
75108;1481;338
75109;1172;371
75110;1583;584
75111;1972;887
75112;2726;1284
75113;2320;613
75114;1783;275
75115;3342;1666
75116;2205;541
75117;2176;511
75118;1894;453
75119;1812;334
75120;1909;309
92004;180;116
92007;141;25
92009;84;36
92012;880;314
92014;55;10
92020;148;40
92022;62;30
92023;74;16
92024;400;157
92025;120;81
92026;193;59
92032;122;39
92035;128;28
92036;126;59
92040;495;237
92044;359;154
92046;238;39
92048;107;45
92049;283;45
92050;222;104
92051;378;93
92062;58;20
92063;195;78
92064;79;7
92071;90;24
92072;118;7
92073;264;28
92075;258;66
92077;24;2
93001;404;124
93006;208;36
93008;19;10
93045;233;14
93048;792;98
93053;58;27
93055;563;123
93061;42;9
93063;67;22
93064;124;58
93066;516;166
93070;269;145
94002;122;69
94003;120;19
94016;112;45
94017;121;72
94018;248;82
94022;79;32
94033;349;109
94037;119;57
94041;579;245
94042;124;65
94043;150;33
94046;180;86
94052;131;30
94067;119;23
94069;44;21
94076;254;27
94080;278;33
94081;482;190
95018;95;73
