arrond;capacity;avail. bike
75101;768;121
75102;660;120
75103;389;196
75104;634;319
75105;1203;304
75106;1032;222
75107;1010;367
75108;1481;149
75109;1172;221
75110;1583;595
75111;1972;1135
75112;2726;1489
75113;2320;848
75114;1783;442
75115;3342;2089
75116;2205;622
75117;2176;748
75118;1894;888
75119;1812;571
75120;1909;499
92004;180;136
92007;141;31
92009;84;46
92012;880;403
92014;55;11
92020;148;43
92022;62;34
92023;74;27
92024;400;252
92025;120;95
92026;193;68
92032;122;48
92035;128;41
92036;126;86
92040;495;293
92044;359;169
92046;238;87
92048;107;53
92049;283;124
92050;222;104
92051;378;84
92062;58;31
92063;195;77
92064;79;15
92071;90;32
92072;118;9
92073;264;35
92075;258;66
92077;24;4
93001;404;188
93006;208;51
93008;19;10
93045;233;28
93048;792;198
93053;58;30
93055;563;146
93061;42;12
93063;67;37
93064;124;63
93066;516;239
93070;269;171
94002;122;61
94003;120;32
94016;112;64
94017;121;76
94018;248;115
94022;79;33
94033;349;131
94037;119;76
94041;579;315
94042;124;68
94043;150;71
94046;180;102
94052;131;49
94067;119;56
94069;44;37
94076;254;48
94080;278;71
94081;482;207
95018;95;75
