arrond;capacity;avail. bike
75101;768;462
75102;660;362
75103;389;300
75104;634;435
75105;1203;557
75106;1032;496
75107;1010;452
75108;1481;393
75109;1172;416
75110;1583;599
75111;1972;1141
75112;2726;1466
75113;2320;862
75114;1783;284
75115;3342;1817
75116;2205;702
75117;2176;583
75118;1894;557
75119;1812;347
75120;1909;402
92004;180;121
92007;141;26
92009;84;35
92012;880;384
92014;55;15
92020;148;34
92022;62;31
92023;74;14
92024;400;222
92025;120;97
92026;193;63
92032;122;37
92035;128;26
92036;126;82
92040;495;312
92044;359;142
92046;238;50
92048;107;47
92049;283;27
92050;222;104
92051;378;133
92062;58;34
92063;195;79
92064;79;17
92071;90;28
92072;118;11
92073;264;26
92075;258;28
92077;24;2
93001;404;111
93006;208;30
93008;19;13
93045;233;13
93048;792;136
93053;58;27
93055;563;87
93061;42;6
93063;67;21
93064;124;57
93066;516;233
93070;269;139
94002;122;63
94003;120;26
94016;112;52
94017;121;73
94018;248;69
94022;79;33
94033;349;92
94037;119;70
94041;579;254
94042;124;68
94043;150;26
94046;180;101
94052;131;44
94067;119;28
94069;44;21
94076;254;46
94080;278;48
94081;482;207
95018;95;73
