arrond;capacity;avail. bike
75101;768;516
75102;660;396
75103;389;297
75104;634;403
75105;1203;659
75106;1032;666
75107;1010;651
75108;1481;925
75109;1172;517
75110;1583;426
75111;1972;803
75112;2726;1478
75113;2320;942
75114;1783;246
75115;3342;1652
75116;2205;835
75117;2176;567
75118;1894;325
75119;1812;292
75120;1909;238
92004;180;96
92007;141;17
92009;84;31
92012;880;400
92014;55;19
92020;148;44
92022;62;32
92023;74;19
92024;400;228
92025;120;90
92026;193;57
92032;122;40
92035;128;28
92036;126;78
92040;495;325
92044;359;185
92046;238;51
92048;107;36
92049;283;53
92050;222;116
92051;378;164
92062;58;34
92063;195;81
92064;79;29
92071;90;22
92072;118;3
92073;264;25
92075;258;20
92077;24;2
93001;404;119
93006;208;24
93008;19;12
93045;233;2
93048;792;118
93053;58;28
93055;563;83
93061;42;4
93063;67;22
93064;124;54
93066;516;280
93070;269;146
94002;122;53
94003;120;21
94016;112;58
94017;121;70
94018;248;52
94022;79;36
94033;349;66
94037;119;56
94041;579;232
94042;124;71
94043;150;31
94046;180;99
94052;131;41
94067;119;37
94069;44;22
94076;254;19
94080;278;128
94081;482;185
95018;95;76
