arrond;capacity;avail. bike
75101;768;625
75102;660;570
75103;389;267
75104;634;535
75105;1203;765
75106;1032;700
75107;1010;762
75108;1481;1029
75109;1172;612
75110;1583;311
75111;1972;547
75112;2726;1146
75113;2320;926
75114;1783;156
75115;3342;1413
75116;2205;726
75117;2176;395
75118;1894;217
75119;1812;186
75120;1909;90
92004;180;73
92007;141;13
92009;84;32
92012;880;407
92014;55;14
92020;148;54
92022;62;27
92023;74;16
92024;400;173
92025;120;80
92026;193;57
92032;122;42
92035;128;29
92036;126;68
92040;495;317
92044;359;222
92046;238;43
92048;107;34
92049;283;61
92050;222;124
92051;378;181
92062;58;37
92063;195;81
92064;79;25
92071;90;25
92072;118;9
92073;264;28
92075;258;50
92077;24;2
93001;404;164
93006;208;7
93008;19;13
93045;233;4
93048;792;91
93053;58;25
93055;563;82
93061;42;5
93063;67;14
93064;124;60
93066;516;310
93070;269;151
94002;122;49
94003;120;38
94016;112;49
94017;121;71
94018;248;60
94022;79;36
94033;349;32
94037;119;33
94041;579;229
94042;124;70
94043;150;16
94046;180;91
94052;131;29
94067;119;21
94069;44;10
94076;254;20
94080;278;118
94081;482;150
95018;95;71
