arrond;capacity;avail. bike
75101;768;311
75102;660;265
75103;389;203
75104;634;353
75105;1203;445
75106;1032;480
75107;1010;546
75108;1481;679
75109;1172;338
75110;1583;436
75111;1972;735
75112;2726;1430
75113;2320;902
75114;1783;194
75115;3342;1728
75116;2205;708
75117;2176;575
75118;1894;363
75119;1812;281
75120;1909;159
92004;180;101
92007;141;18
92009;84;39
92012;880;390
92014;55;17
92020;148;43
92022;62;30
92023;74;20
92024;400;243
92025;120;88
92026;193;46
92032;122;39
92035;128;24
92036;126;92
92040;495;308
92044;359;198
92046;238;43
92048;107;39
92049;283;76
92050;222;111
92051;378;143
92062;58;24
92063;195;75
92064;79;29
92071;90;21
92072;118;4
92073;264;31
92075;258;40
92077;24;3
93001;404;172
93006;208;30
93008;19;14
93045;233;8
93048;792;119
93053;58;30
93055;563;112
93061;42;4
93063;67;23
93064;124;52
93066;516;281
93070;269;153
94002;122;46
94003;120;40
94016;112;63
94017;121;73
94018;248;74
94022;79;34
94033;349;63
94037;119;58
94041;579;249
94042;124;62
94043;150;37
94046;180;102
94052;131;50
94067;119;30
94069;44;34
94076;254;35
94080;278;144
94081;482;182
95018;95;73
