arrond;capacity;avail. bike
75101;344;227
75102;252;147
75103;139;102
75104;334;269
75105;964;305
75106;584;235
75107;826;350
75108;1123;187
75109;872;372
75110;1111;410
75111;1692;881
75112;1870;1030
75113;1592;455
75114;1328;214
75115;2725;1431
75116;1541;404
75117;1789;460
75118;1378;365
75119;1062;245
75120;1273;224
92004;92;63
92007;111;19
92012;563;205
92022;24;10
92023;74;20
92024;297;122
92025;78;56
92026;64;12
92032;34;15
92035;42;12
92036;49;21
92040;400;180
92044;359;148
92046;161;38
92048;64;37
92049;195;27
92050;222;105
92051;331;95
92062;30;14
92063;103;41
92064;79;10
92071;33;1
92072;65;5
92073;124;3
92075;231;35
93001;373;124
93006;180;30
93008;19;9
93045;210;19
93048;713;102
93055;459;95
93061;42;8
93063;67;23
93064;76;35
93066;380;118
93070;49;30
94002;98;53
94003;95;21
94016;92;34
94017;84;41
94018;105;50
94022;79;31
94033;307;96
94037;119;60
94041;302;128
94042;124;63
94043;125;41
94046;160;75
94052;131;33
94067;65;20
94069;44;26
94076;68;9
94080;147;15
94081;287;123
95018;95;73
