arrond;capacity;avail. bike
75101;768;602
75102;660;498
75103;389;259
75104;634;444
75105;1203;522
75106;1032;501
75107;1010;648
75108;1481;828
75109;1172;528
75110;1583;363
75111;1972;613
75112;2726;1180
75113;2320;733
75114;1783;205
75115;3342;1453
75116;2205;566
75117;2176;381
75118;1894;272
75119;1812;240
75120;1909;166
92004;180;78
92007;141;17
92009;84;36
92012;880;331
92014;55;18
92020;148;47
92022;62;25
92023;74;16
92024;400;161
92025;120;77
92026;193;54
92032;122;36
92035;128;28
92036;126;72
92040;495;296
92044;359;219
92046;238;46
92048;107;34
92049;283;55
92050;222;120
92051;378;141
92062;58;31
92063;195;77
92064;79;16
92071;90;22
92072;118;9
92073;264;32
92075;258;41
92077;24;3
93001;404;133
93006;208;12
93008;19;9
93045;233;7
93048;792;95
93053;58;23
93055;563;77
93061;42;8
93063;67;19
93064;124;57
93066;516;246
93070;269;132
94002;122;51
94003;120;26
94016;112;45
94017;121;70
94018;248;67
94022;79;35
94033;349;64
94037;119;47
94041;579;220
94042;124;74
94043;150;18
94046;180;83
94052;131;27
94067;119;15
94069;44;14
94076;254;18
94080;278;35
94081;482;163
95018;95;72
