arrond;capacity;avail. bike
75101;768;538
75102;660;414
75103;389;292
75104;634;379
75105;1203;758
75106;1032;740
75107;1010;697
75108;1481;992
75109;1172;481
75110;1583;449
75111;1972;682
75112;2726;1443
75113;2320;977
75114;1783;144
75115;3342;1669
75116;2205;854
75117;2176;568
75118;1894;308
75119;1812;242
75120;1909;119
92004;180;83
92007;141;18
92009;84;29
92012;880;393
92014;55;15
92020;148;43
92022;62;31
92023;74;18
92024;400;212
92025;120;89
92026;193;50
92032;122;35
92035;128;21
92036;126;87
92040;495;306
92044;359;222
92046;238;42
92048;107;33
92049;283;45
92050;222;120
92051;378;179
92062;58;33
92063;195;81
92064;79;24
92071;90;21
92072;118;2
92073;264;23
92075;258;20
92077;24;1
93001;404;128
93006;208;17
93008;19;13
93045;233;7
93048;792;99
93053;58;28
93055;563;94
93061;42;0
93063;67;16
93064;124;48
93066;516;297
93070;269;130
94002;122;55
94003;120;28
94016;112;62
94017;121;70
94018;248;61
94022;79;33
94033;349;56
94037;119;41
94041;579;215
94042;124;77
94043;150;31
94046;180;98
94052;131;40
94067;119;29
94069;44;21
94076;254;30
94080;278;141
94081;482;172
95018;95;73
