arrond;capacity;avail. bike
75101;768;453
75102;660;354
75103;389;309
75104;634;441
75105;1203;520
75106;1032;499
75107;1010;451
75108;1481;454
75109;1172;447
75110;1583;510
75111;1972;993
75112;2726;1549
75113;2320;833
75114;1783;264
75115;3342;1729
75116;2205;719
75117;2176;547
75118;1894;403
75119;1812;361
75120;1909;296
92004;180;105
92007;141;22
92009;84;32
92012;880;374
92014;55;16
92020;148;38
92022;62;32
92023;74;12
92024;400;201
92025;120;96
92026;193;60
92032;122;38
92035;128;31
92036;126;81
92040;495;305
92044;359;151
92046;238;59
92048;107;44
92049;283;25
92050;222;98
92051;378;120
92062;58;31
92063;195;82
92064;79;17
92071;90;24
92072;118;8
92073;264;21
92075;258;36
92077;24;2
93001;404;103
93006;208;15
93008;19;15
93045;233;8
93048;792;122
93053;58;26
93055;563;75
93061;42;7
93063;67;22
93064;124;54
93066;516;237
93070;269;149
94002;122;60
94003;120;25
94016;112;49
94017;121;72
94018;248;72
94022;79;35
94033;349;80
94037;119;65
94041;579;224
94042;124;69
94043;150;21
94046;180;97
94052;131;40
94067;119;30
94069;44;22
94076;254;28
94080;278;53
94081;482;207
95018;95;74
