arrond;capacity;avail. bike;ratio_pop;ratio_pop_log2;ratio_pop_log10;ratio_avail;ratio_avail_glob;ratio_avail_log2;ratio_avail_log10
75101;768;301;0.017102272727272726;0.024464753864034326;0.007364624749610621;0.3919270833333333;0.006695882366026739;0.4770836369993343;0.143616485177266
75102;660;243;0.010848214285714286;0.015566383059762096;0.004685948224984054;0.36818181818181817;0.005405645896825574;0.4522599632350424;0.13614381477163712
75103;389;224;0.006274509803921568;0.009023923343462307;0.0027164716049545568;0.5758354755784062;0.004982982225880364;0.6561169187045895;0.19751087319270727
75104;634;371;0.013156028368794327;0.018856369617771297;0.00567633286427612;0.5851735015772871;0.008253064311614353;0.6646407559268837;0.20007680387477494
75105;1203;430;0.006991869918699187;0.01005203560356238;0.003025964234154568;0.3574397339983375;0.009565546237181055;0.44088814838561846;0.13272055739682342
75106;1032;392;0.009095127610208817;0.01306218402055235;0.003932109199068999;0.3798449612403101;0.008720218895290637;0.46450617554314366;0.139830292009645
75107;1010;519;0.009041811846689896;0.012985956896273443;0.003909162548177841;0.5138613861386139;0.01154539185371388;0.5982331137216477;0.18008611162967755
75108;1481;360;0.008933002481389578;0.012830376429402782;0.0038623281609103653;0.24307900067521945;0.008008364291593443;0.31391798606105875;0.09449872998280623
75109;1172;317;0.005257048092868989;0.007564451246936859;0.0022771267260658;0.27047781569965873;0.007051809667875337;0.3453711841598521;0.10396708607010433
75110;1583;554;0.005776850886339937;0.008310253621985498;0.0025016356117928784;0.3499684144030322;0.012323982826507686;0.4329256525226298;0.1303236073017135
75111;1972;1166;0.007635887360838245;0.010974410268868518;0.003303626675652241;0.5912778904665315;0.025938202122216536;0.6701858005901861;0.20174602864572547
75112;2726;1429;0.01;0.014355292977070054;0.004321373782642578;0.5242112986060161;0.031788757146352854;0.6080629148524973;0.18304517662147504
75113;2320;918;0.005043956043956044;0.007258599692628942;0.002185056233998666;0.3956896551724138;0.02042132894356328;0.4809781802876315;0.1447888595264553
75114;1783;314;0.0022886297376093294;0.0032980222348928242;0.0009928036190695005;0.17610768367919238;0.0069850732987787245;0.2340201584715977;0.07044708728998925
75115;3342;1867;0.007894291754756871;0.011344336498260447;0.0034149855668820853;0.5586475164572112;0.04153226703445821;0.6402947036895145;0.19274791187532467
