arrond;capacity;avail. bike
75101;768;511
75102;660;366
75103;389;254
75104;634;477
75105;1203;392
75106;1032;430
75107;1010;475
75108;1481;490
75109;1172;354
75110;1583;462
75111;1972;719
75112;2726;1273
75113;2320;642
75114;1783;247
75115;3342;1553
75116;2205;511
75117;2176;420
75118;1894;397
75119;1812;272
75120;1909;262
92004;180;107
92007;141;21
92009;84;38
92012;880;278
92014;55;13
92020;148;43
92022;62;30
92023;74;12
92024;400;160
92025;120;79
92026;193;59
92032;122;37
92035;128;25
92036;126;57
92040;495;258
92044;359;176
92046;238;46
92048;107;43
92049;283;40
92050;222;105
92051;378;99
92062;58;21
92063;195;79
92064;79;9
92071;90;24
92072;118;6
92073;264;27
92075;258;57
92077;24;1
93001;404;110
93006;208;24
93008;19;10
93045;233;17
93048;792;83
93053;58;28
93055;563;99
93061;42;8
93063;67;22
93064;124;56
93066;516;190
93070;269;141
94002;122;57
94003;120;28
94016;112;48
94017;121;71
94018;248;76
94022;79;32
94033;349;93
94037;119;50
94041;579;227
94042;124;69
94043;150;31
94046;180;88
94052;131;25
94067;119;18
94069;44;22
94076;254;20
94080;278;21
94081;482;167
95018;95;73
