arrond;capacity;avail. bike
75101;768;621
75102;660;571
75103;389;284
75104;634;538
75105;1203;794
75106;1032;731
75107;1010;774
75108;1481;1052
75109;1172;625
75110;1583;307
75111;1972;524
75112;2726;1122
75113;2320;945
75114;1783;137
75115;3342;1415
75116;2205;757
75117;2176;410
75118;1894;203
75119;1812;187
75120;1909;98
92004;180;74
92007;141;12
92009;84;27
92012;880;410
92014;55;16
92020;148;54
92022;62;28
92023;74;16
92024;400;181
92025;120;80
92026;193;56
92032;122;43
92035;128;30
92036;126;68
92040;495;319
92044;359;226
92046;238;48
92048;107;34
92049;283;54
92050;222;124
92051;378;184
92062;58;37
92063;195;82
92064;79;25
92071;90;23
92072;118;8
92073;264;28
92075;258;50
92077;24;2
93001;404;172
93006;208;9
93008;19;13
93045;233;4
93048;792;88
93053;58;27
93055;563;88
93061;42;3
93063;67;13
93064;124;62
93066;516;313
93070;269;145
94002;122;50
94003;120;40
94016;112;46
94017;121;71
94018;248;66
94022;79;36
94033;349;29
94037;119;32
94041;579;235
94042;124;68
94043;150;13
94046;180;91
94052;131;31
94067;119;22
94069;44;11
94076;254;19
94080;278;117
94081;482;151
95018;95;71
