arrond;capacity;avail. bike
75101;768;160
75102;660;150
75103;389;223
75104;634;347
75105;1203;392
75106;1032;382
75107;1010;440
75108;1481;285
75109;1172;267
75110;1583;547
75111;1972;976
75112;2726;1456
75113;2320;806
75114;1783;255
75115;3342;1856
75116;2205;685
75117;2176;636
75118;1894;615
75119;1812;389
75120;1909;270
92004;180;114
92007;141;22
92009;84;42
92012;880;371
92014;55;13
92020;148;41
92022;62;31
92023;74;20
92024;400;237
92025;120;92
92026;193;53
92032;122;43
92035;128;32
92036;126;82
92040;495;278
92044;359;157
92046;238;59
92048;107;43
92049;283;92
92050;222;105
92051;378;115
92062;58;21
92063;195;76
92064;79;25
92071;90;27
92072;118;5
92073;264;27
92075;258;52
92077;24;3
93001;404;158
93006;208;32
93008;19;11
93045;233;17
93048;792;138
93053;58;31
93055;563;132
93061;42;5
93063;67;26
93064;124;56
93066;516;256
93070;269;166
94002;122;53
94003;120;31
94016;112;67
94017;121;71
94018;248;91
94022;79;32
94033;349;90
94037;119;56
94041;579;264
94042;124;63
94043;150;54
94046;180;101
94052;131;52
94067;119;49
94069;44;28
94076;254;33
94080;278;116
94081;482;194
95018;95;74
