"COUNTRY","Pays","SERIES","Séries","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","EUR","Euro","0","Unités","2020_100","2020=100",36754.3545364575,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","EUR","Euro","0","Unités","2020_100","2020=100",38066.6682772363,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","EUR","Euro","0","Unités","2020_100","2020=100",38384.1228212712,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","EUR","Euro","0","Unités","2020_100","2020=100",39617.0498208728,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","EUR","Euro","0","Unités","2020_100","2020=100",40945.6699713259,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","EUR","Euro","0","Unités","2020_100","2020=100",42450.2018958093,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","EUR","Euro","0","Unités","2020_100","2020=100",42824.8872376558,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","EUR","Euro","0","Unités","2020_100","2020=100",44021.0366322223,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","EUR","Euro","0","Unités","2020_100","2020=100",45842.0499446626,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","EUR","Euro","0","Unités","2020_100","2020=100",49429.8016611533,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","EUR","Euro","0","Unités","2020_100","2020=100",49487.4421052803,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","EUR","Euro","0","Unités","2020_100","2020=100",48961.7278771215,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","EUR","Euro","0","Unités","2020_100","2020=100",48490.8105104222,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","EUR","Euro","0","Unités","2020_100","2020=100",47267.4964906934,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","EUR","Euro","0","Unités","2020_100","2020=100",46973.0313146878,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","EUR","Euro","0","Unités","2020_100","2020=100",46965.0437870717,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","EUR","Euro","0","Unités","2020_100","2020=100",47640.5192875917,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","EUR","Euro","0","Unités","2020_100","2020=100",48202.7336601331,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","EUR","Euro","0","Unités","2020_100","2020=100",48412.292307511,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","EUR","Euro","0","Unités","2020_100","2020=100",49331.7848606187,,
"IRL","Irlande","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","EUR","Euro","0","Unités","2020_100","2020=100",49296.4375231437,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","EUR","Euro","0","Unités","2020","2020",29039.3830533931,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","EUR","Euro","0","Unités","2020","2020",29242.1519117585,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","EUR","Euro","0","Unités","2020","2020",29034.9886669782,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","EUR","Euro","0","Unités","2020","2020",28956.4797722464,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","EUR","Euro","0","Unités","2020","2020",29516.1203329144,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","EUR","Euro","0","Unités","2020","2020",29910.2514491535,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","EUR","Euro","0","Unités","2020","2020",30096.7522150311,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","EUR","Euro","0","Unités","2020","2020",30084.5810193979,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","EUR","Euro","0","Unités","2020","2020",30049.397012892,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","EUR","Euro","0","Unités","2020","2020",30277.4854777934,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","EUR","Euro","0","Unités","2020","2020",30535.7521583007,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","EUR","Euro","0","Unités","2020","2020",30046.8569095354,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","EUR","Euro","0","Unités","2020","2020",29098.3700678724,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","EUR","Euro","0","Unités","2020","2020",29189.3405897023,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","EUR","Euro","0","Unités","2020","2020",29302.8232570608,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","EUR","Euro","0","Unités","2020","2020",29560.6201965678,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","EUR","Euro","0","Unités","2020","2020",29793.7372650992,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","EUR","Euro","0","Unités","2020","2020",29601.6319291723,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","EUR","Euro","0","Unités","2020","2020",29639.479000708,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","EUR","Euro","0","Unités","2020","2020",29758.2605160622,,
"ITA","Italie","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","EUR","Euro","0","Unités","2020","2020",27997.0223101223,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","JPY","Yen","0","Unités","2020","2020",4378137.43136728,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","JPY","Yen","0","Unités","2020","2020",4334489.62152362,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","JPY","Yen","0","Unités","2020","2020",4248425.85000899,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","JPY","Yen","0","Unités","2020","2020",4251473.30353141,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","JPY","Yen","0","Unités","2020","2020",4323089.05246804,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","JPY","Yen","0","Unités","2020","2020",4436828.74187581,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","JPY","Yen","0","Unités","2020","2020",4433461.31468577,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","JPY","Yen","0","Unités","2020","2020",4421236.28225423,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","JPY","Yen","0","Unités","2020","2020",4387700.04458041,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","JPY","Yen","0","Unités","2020","2020",4330833.46133638,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","JPY","Yen","0","Unités","2020","2020",4346237.46279132,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","JPY","Yen","0","Unités","2020","2020",4416348.37681172,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","JPY","Yen","0","Unités","2020","2020",4343091.73366907,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","JPY","Yen","0","Unités","2020","2020",4348262.32097767,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","JPY","Yen","0","Unités","2020","2020",4272384.1477652,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","JPY","Yen","0","Unités","2020","2020",4252584.80163434,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","JPY","Yen","0","Unités","2020","2020",4314862.4012263,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","JPY","Yen","0","Unités","2020","2020",4333334.38896975,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","JPY","Yen","0","Unités","2020","2020",4389219.81685544,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","JPY","Yen","0","Unités","2020","2020",4455313.50761942,,
"JPN","Japon","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","JPY","Yen","0","Unités","2020","2020",4395256.16373677,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","KRW","Won","0","Unités","2020","2020",28726094.6928599,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","KRW","Won","0","Unités","2020","2020",29728102.7421585,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","KRW","Won","0","Unités","2020","2020",30761052.5064892,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","KRW","Won","0","Unités","2020","2020",31893232.5491328,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","KRW","Won","0","Unités","2020","2020",32617427.8902979,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","KRW","Won","0","Unités","2020","2020",33642783.6469732,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","KRW","Won","0","Unités","2020","2020",34070598.4566881,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","KRW","Won","0","Unités","2020","2020",34804785.1202002,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","KRW","Won","0","Unités","2020","2020",34716914.7401106,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","KRW","Won","0","Unités","2020","2020",34944824.1814603,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","KRW","Won","0","Unités","2020","2020",35507433.1855141,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","KRW","Won","0","Unités","2020","2020",35976339.8333369,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","KRW","Won","0","Unités","2020","2020",35450214.9579842,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","KRW","Won","0","Unités","2020","2020",36358331.6709746,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","KRW","Won","0","Unités","2020","2020",36455131.0931646,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","KRW","Won","0","Unités","2020","2020",37475229.3368149,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","KRW","Won","0","Unités","2020","2020",38578627.0397332,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","KRW","Won","0","Unités","2020","2020",39511882.6194961,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","KRW","Won","0","Unités","2020","2020",40895734.1525678,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","KRW","Won","0","Unités","2020","2020",41556220.7866458,,
"KOR","Corée","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","KRW","Won","0","Unités","2020","2020",41225632.1089488,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","EUR","Euro","0","Unités","2020","2020",56869.5213092181,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","EUR","Euro","0","Unités","2020","2020",57459.4367695977,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","EUR","Euro","0","Unités","2020","2020",58636.8144861872,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","EUR","Euro","0","Unités","2020","2020",58377.2836553347,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","EUR","Euro","0","Unités","2020","2020",59196.5061113993,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","EUR","Euro","0","Unités","2020","2020",59264.6920291084,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","EUR","Euro","0","Unités","2020","2020",60068.4521510887,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","EUR","Euro","0","Unités","2020","2020",61649.5247897187,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","EUR","Euro","0","Unités","2020","2020",61377.441416942,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","EUR","Euro","0","Unités","2020","2020",63088.7520741762,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","EUR","Euro","0","Unités","2020","2020",63658.3350554241,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","EUR","Euro","0","Unités","2020","2020",62700.8413684518,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","EUR","Euro","0","Unités","2020","2020",62198.3517254467,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","EUR","Euro","0","Unités","2020","2020",62803.6071233028,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","EUR","Euro","0","Unités","2020","2020",65114.9497815747,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","EUR","Euro","0","Unités","2020","2020",65979.8185442401,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","EUR","Euro","0","Unités","2020","2020",66124.5388137971,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","EUR","Euro","0","Unités","2020","2020",67120.5954277197,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","EUR","Euro","0","Unités","2020","2020",67175.2709812437,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","EUR","Euro","0","Unités","2020","2020",66569.472822434,,
"LUX","Luxembourg","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","EUR","Euro","0","Unités","2020","2020",65587.9611315916,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","EUR","Euro","0","Unités","2020","2020",44665.997162805,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","EUR","Euro","0","Unités","2020","2020",45327.9058108241,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","EUR","Euro","0","Unités","2020","2020",45481.3906888115,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","EUR","Euro","0","Unités","2020","2020",45803.6688097273,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","EUR","Euro","0","Unités","2020","2020",46536.3883003595,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","EUR","Euro","0","Unités","2020","2020",46537.2953793727,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","EUR","Euro","0","Unités","2020","2020",46445.2267366582,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","EUR","Euro","0","Unités","2020","2020",47108.8755422942,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","EUR","Euro","0","Unités","2020","2020",47393.9507479746,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","EUR","Euro","0","Unités","2020","2020",49419.003545059,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","EUR","Euro","0","Unités","2020","2020",49432.2836213769,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","EUR","Euro","0","Unités","2020","2020",49126.8996081251,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","EUR","Euro","0","Unités","2020","2020",49326.0016263503,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","EUR","Euro","0","Unités","2020","2020",49496.859621335,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","EUR","Euro","0","Unités","2020","2020",49235.4689423627,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","EUR","Euro","0","Unités","2020","2020",49810.1842197126,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","EUR","Euro","0","Unités","2020","2020",49981.7738803846,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","EUR","Euro","0","Unités","2020","2020",49612.7297457968,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","EUR","Euro","0","Unités","2020","2020",49109.8316682595,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","EUR","Euro","0","Unités","2020","2020",49018.7182056814,,
"NLD","Pays-Bas","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","EUR","Euro","0","Unités","2020","2020",50172.624733804,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","NOK","Couronne norvégienne","0","Unités","2020","2020",410637.578830275,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","NOK","Couronne norvégienne","0","Unités","2020","2020",420648.532789008,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","NOK","Couronne norvégienne","0","Unités","2020","2020",438138.382224097,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","NOK","Couronne norvégienne","0","Unités","2020","2020",444018.859316515,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","NOK","Couronne norvégienne","0","Unités","2020","2020",458695.435971635,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","NOK","Couronne norvégienne","0","Unités","2020","2020",472166.69672127,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","NOK","Couronne norvégienne","0","Unités","2020","2020",491468.596122782,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","NOK","Couronne norvégienne","0","Unités","2020","2020",513569.66767801,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","NOK","Couronne norvégienne","0","Unités","2020","2020",524933.604559943,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","NOK","Couronne norvégienne","0","Unités","2020","2020",530399.152452482,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","NOK","Couronne norvégienne","0","Unités","2020","2020",537485.479383119,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","NOK","Couronne norvégienne","0","Unités","2020","2020",556197.631891121,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","NOK","Couronne norvégienne","0","Unités","2020","2020",571390.730607997,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","NOK","Couronne norvégienne","0","Unités","2020","2020",582822.717194808,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","NOK","Couronne norvégienne","0","Unités","2020","2020",585669.674111834,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2015","2015","NOK","Couronne norvégienne","0","Unités","2020","2020",588680.905534748,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2016","2016","NOK","Couronne norvégienne","0","Unités","2020","2020",576145.485506007,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2017","2017","NOK","Couronne norvégienne","0","Unités","2020","2020",575008.099061364,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2018","2018","NOK","Couronne norvégienne","0","Unités","2020","2020",581102.095215153,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2019","2019","NOK","Couronne norvégienne","0","Unités","2020","2020",592389.074131199,,
"NOR","Norvège","CNPNCU","en prix constants 2020 et en monnaie nationale ","2020","2020","NOK","Couronne norvégienne","0","Unités","2020","2020",592674.968317686,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2000","2000","PLN","Zloty","0","Unités","2020","2020",40803.9069430196,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2001","2001","PLN","Zloty","0","Unités","2020","2020",43135.1138491937,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2002","2002","PLN","Zloty","0","Unités","2020","2020",43007.4803656868,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2003","2003","PLN","Zloty","0","Unités","2020","2020",43523.8970503006,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2004","2004","PLN","Zloty","0","Unités","2020","2020",42563.1718609719,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2005","2005","PLN","Zloty","0","Unités","2020","2020",42475.3435696784,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2006","2006","PLN","Zloty","0","Unités","2020","2020",42751.0111755769,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2007","2007","PLN","Zloty","0","Unités","2020","2020",44122.913486947,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2008","2008","PLN","Zloty","0","Unités","2020","2020",46479.0569014349,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2009","2009","PLN","Zloty","0","Unités","2020","2020",46357.37746151,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2010","2010","PLN","Zloty","0","Unités","2020","2020",47672.5114900455,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2011","2011","PLN","Zloty","0","Unités","2020","2020",47614.6441646795,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2012","2012","PLN","Zloty","0","Unités","2020","2020",47128.9118798197,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2013","2013","PLN","Zloty","0","Unités","2020","2020",47640.2837301338,,
"POL","Pologne","CNPNCU","en prix constants 2020 et en monnaie nationale ","2014","2014","PLN","Zloty","0","Unités","2020","2020",48656.9830695909,,
