"COUNTRY","Pays","SERIES","Séries","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2008","2008","EUR","Euro","0","Unités",,,38462.8045454788,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2009","2009","EUR","Euro","0","Unités",,,38676.8066843776,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2010","2010","EUR","Euro","0","Unités",,,39239.7823757821,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2011","2011","EUR","Euro","0","Unités",,,40771.232312394,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2012","2012","EUR","Euro","0","Unités",,,41922.1070950766,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2013","2013","EUR","Euro","0","Unités",,,42794.1965294832,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2014","2014","EUR","Euro","0","Unités",,,43351.9976555877,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2015","2015","EUR","Euro","0","Unités",,,43425.1560556743,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2016","2016","EUR","Euro","0","Unités",,,44164.5634384265,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2017","2017","EUR","Euro","0","Unités",,,44696.7740364209,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2018","2018","EUR","Euro","0","Unités",,,45840.7857743112,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2019","2019","EUR","Euro","0","Unités",,,46948.1003895357,,
"BEL","Belgique","CPNCU","Prix courants en monnaie nationale","2020","2020","EUR","Euro","0","Unités",,,45832.5802235337,,
"CAN","Canada","CPNCU","Prix courants en monnaie nationale","2000","2000","CAD","Dollar canadien","0","Unités",,,43474.893134436,,
"CAN","Canada","CPNCU","Prix courants en monnaie nationale","2001","2001","CAD","Dollar canadien","0","Unités",,,44199.038688698,,
