arrond;capacity;avail. bike
75101;768;249
75102;660;211
75103;389;271
75104;634;409
75105;1203;380
75106;1032;320
75107;1010;384
75108;1481;170
75109;1172;370
75110;1583;664
75111;1972;1201
75112;2726;1351
75113;2320;657
75114;1783;319
75115;3342;1924
75116;2205;591
75117;2176;697
75118;1894;773
75119;1812;523
75120;1909;481
92004;180;133
92007;141;30
92009;84;46
92012;880;369
92014;55;7
92020;148;39
92022;62;32
92023;74;23
92024;400;208
92025;120;91
92026;193;72
92032;122;47
92035;128;35
92036;126;72
92040;495;258
92044;359;137
92046;238;81
92048;107;47
92049;283;76
92050;222;105
92051;378;100
92062;58;25
92063;195;77
92064;79;8
92071;90;31
92072;118;9
92073;264;32
92075;258;71
92077;24;3
93001;404;152
93006;208;42
93008;19;6
93045;233;26
93048;792;174
93053;58;29
93055;563;119
93061;42;14
93063;67;31
93064;124;62
93066;516;185
93070;269;142
94002;122;73
94003;120;33
94016;112;55
94017;121;75
94018;248;102
94022;79;32
94033;349;129
94037;119;72
94041;579;344
94042;124;65
94043;150;63
94046;180;104
94052;131;39
94067;119;43
94069;44;36
94076;254;54
94080;278;38
94081;482;229
95018;95;75
