arrond;capacity;avail. bike
75101;768;289
75102;660;247
75103;389;204
75104;634;358
75105;1203;414
75106;1032;386
75107;1010;524
75108;1481;358
75109;1172;314
75110;1583;534
75111;1972;1166
75112;2726;1440
75113;2320;918
75114;1783;318
75115;3342;1867
75116;2205;754
75117;2176;659
75118;1894;674
75119;1812;484
75120;1909;470
92004;180;123
92007;141;30
92009;84;28
92012;880;405
92014;55;20
92020;148;35
92022;62;32
92023;74;16
92024;400;256
92025;120;99
92026;193;71
92032;122;34
92035;128;35
92036;126;89
92040;495;330
92044;359;144
92046;238;75
92048;107;52
92049;283;51
92050;222;101
92051;378;133
92062;58;35
92063;195;80
92064;79;22
92071;90;30
92072;118;14
92073;264;35
92075;258;60
92077;24;3
93001;404;153
93006;208;38
93008;19;13
93045;233;16
93048;792;187
93053;58;25
93055;563;119
93061;42;12
93063;67;30
93064;124;60
93066;516;260
93070;269;154
94002;122;73
94003;120;38
94016;112;60
94017;121;75
94018;248;81
94022;79;33
94033;349;126
94037;119;70
94041;579;329
94042;124;64
94043;150;36
94046;180;105
94052;131;49
94067;119;48
94069;44;30
94076;254;53
94080;278;44
94081;482;226
95018;95;75
