arrond;capacity;avail. bike
75101;768;472
75102;660;332
75103;389;273
75104;634;509
75105;1203;352
75106;1032;441
75107;1010;423
75108;1481;353
75109;1172;359
75110;1583;555
75111;1972;875
75112;2726;1282
75113;2320;614
75114;1783;264
75115;3342;1647
75116;2205;525
75117;2176;495
75118;1894;445
75119;1812;340
75120;1909;293
92004;180;114
92007;141;24
92009;84;36
92012;880;312
92014;55;11
92020;148;39
92022;62;30
92023;74;15
92024;400;158
92025;120;82
92026;193;59
92032;122;39
92035;128;31
92036;126;59
92040;495;240
92044;359;162
92046;238;35
92048;107;45
92049;283;46
92050;222;102
92051;378;85
92062;58;20
92063;195;77
92064;79;7
92071;90;25
92072;118;8
92073;264;31
92075;258;63
92077;24;1
93001;404;122
93006;208;38
93008;19;10
93045;233;16
93048;792;85
93053;58;28
93055;563;114
93061;42;8
93063;67;21
93064;124;58
93066;516;177
93070;269;142
94002;122;69
94003;120;19
94016;112;49
94017;121;72
94018;248;80
94022;79;32
94033;349;107
94037;119;52
94041;579;245
94042;124;70
94043;150;35
94046;180;89
94052;131;30
94067;119;24
94069;44;22
94076;254;30
94080;278;37
94081;482;187
95018;95;72
