arrond;capacity;avail. bike
75101;768;446
75102;660;333
75103;389;323
75104;634;513
75105;1203;383
75106;1032;401
75107;1010;381
75108;1481;212
75109;1172;484
75110;1583;640
75111;1972;1130
75112;2726;1345
75113;2320;623
75114;1783;330
75115;3342;1818
75116;2205;570
75117;2176;626
75118;1894;631
75119;1812;477
75120;1909;407
92004;180;126
92007;141;27
92009;84;37
92012;880;363
92014;55;9
92020;148;39
92022;62;32
92023;74;21
92024;400;177
92025;120;94
92026;193;69
92032;122;42
92035;128;34
92036;126;64
92040;495;239
92044;359;151
92046;238;61
92048;107;47
92049;283;51
92050;222;105
92051;378;97
92062;58;21
92063;195;77
92064;79;8
92071;90;28
92072;118;9
92073;264;29
92075;258;74
92077;24;2
93001;404;130
93006;208;34
93008;19;8
93045;233;19
93048;792;138
93053;58;28
93055;563;123
93061;42;10
93063;67;25
93064;124;59
93066;516;169
93070;269;152
94002;122;69
94003;120;25
94016;112;54
94017;121;74
94018;248;82
94022;79;31
94033;349;121
94037;119;57
94041;579;305
94042;124;64
94043;150;52
94046;180;101
94052;131;36
94067;119;36
94069;44;27
94076;254;39
94080;278;38
94081;482;216
95018;95;73
