arrond;capacity;avail. bike
75101;768;7
75102;660;-12
75103;389;-2
75104;634;-18
75105;1203;-8
75106;1032;-10
75107;1010;10
75108;1481;-16
75109;1172;-24
75110;1583;-2
75111;1972;3
75112;2726;-28
75113;2320;2
75114;1783;7
75115;3342;-11
75116;2205;4
75117;2176;5
75118;1894;-16
75119;1812;16
75120;1909;11
92004;180;0
92007;141;1
92009;84;1
92012;880;-2
92014;55;0
92020;148;0
92022;62;0
92023;74;0
92024;400;3
92025;120;-1
92026;193;-2
92032;122;0
92035;128;0
92036;126;0
92040;495;7
92044;359;-1
92046;238;3
92048;107;1
92049;283;4
92050;222;-1
92051;378;-1
92062;58;1
92063;195;0
92064;79;0
92071;90;0
92072;118;0
92073;264;0
92075;258;4
92077;24;0
93001;404;2
93006;208;5
93008;19;0
93045;233;3
93048;792;-1
93053;58;0
93055;563;4
93061;42;1
93063;67;1
93064;124;1
93066;516;3
93070;269;-12
94002;122;2
94003;120;6
94016;112;1
94017;121;-1
94018;248;-2
94022;79;0
94033;349;-4
94037;119;-3
94041;579;-1
94042;124;0
94043;150;4
94046;180;1
94052;131;1
94067;119;2
94069;44;1
94076;254;1
94080;278;-9
94081;482;0
95018;95;0
