arrond;capacity;avail. bike
75101;768;474
75102;660;333
75103;389;254
75104;634;496
75105;1203;333
75106;1032;437
75107;1010;418
75108;1481;376
75109;1172;352
75110;1583;528
75111;1972;854
75112;2726;1288
75113;2320;631
75114;1783;262
75115;3342;1625
75116;2205;541
75117;2176;481
75118;1894;426
75119;1812;333
75120;1909;274
92004;180;115
92007;141;23
92009;84;36
92012;880;298
92014;55;11
92020;148;36
92022;62;30
92023;74;15
92024;400;161
92025;120;82
92026;193;58
92032;122;38
92035;128;27
92036;126;57
92040;495;252
92044;359;165
92046;238;34
92048;107;46
92049;283;39
92050;222;102
92051;378;86
92062;58;21
92063;195;78
92064;79;6
92071;90;24
92072;118;8
92073;264;30
92075;258;61
92077;24;1
93001;404;120
93006;208;34
93008;19;10
93045;233;16
93048;792;94
93053;58;28
93055;563;108
93061;42;8
93063;67;23
93064;124;57
93066;516;181
93070;269;139
94002;122;66
94003;120;21
94016;112;47
94017;121;71
94018;248;78
94022;79;31
94033;349;98
94037;119;52
94041;579;247
94042;124;70
94043;150;27
94046;180;90
94052;131;28
94067;119;25
94069;44;22
94076;254;29
94080;278;41
94081;482;181
95018;95;72
