arrond;capacity;avail. bike
75101;768;398
75102;660;395
75103;389;263
75104;634;341
75105;1203;613
75106;1032;594
75107;1010;649
75108;1481;909
75109;1172;441
75110;1583;431
75111;1972;732
75112;2726;1478
75113;2320;939
75114;1783;134
75115;3342;1719
75116;2205;821
75117;2176;585
75118;1894;313
75119;1812;259
75120;1909;134
92004;180;92
92007;141;20
92009;84;32
92012;880;398
92014;55;17
92020;148;40
92022;62;30
92023;74;19
92024;400;233
92025;120;90
92026;193;48
92032;122;38
92035;128;24
92036;126;90
92040;495;311
92044;359;218
92046;238;38
92048;107;39
92049;283;59
92050;222;114
92051;378;172
92062;58;30
92063;195;77
92064;79;27
92071;90;20
92072;118;3
92073;264;27
92075;258;38
92077;24;3
93001;404;167
93006;208;20
93008;19;16
93045;233;5
93048;792;106
93053;58;30
93055;563;94
93061;42;2
93063;67;19
93064;124;53
93066;516;295
93070;269;140
94002;122;46
94003;120;34
94016;112;60
94017;121;73
94018;248;75
94022;79;34
94033;349;54
94037;119;52
94041;579;231
94042;124;74
94043;150;34
94046;180;99
94052;131;48
94067;119;30
94069;44;28
94076;254;37
94080;278;161
94081;482;193
95018;95;72
