arrond;capacity;avail. bike
75101;768;467
75102;660;419
75103;389;276
75104;634;368
75105;1203;715
75106;1032;713
75107;1010;713
75108;1481;969
75109;1172;458
75110;1583;471
75111;1972;688
75112;2726;1490
75113;2320;1003
75114;1783;129
75115;3342;1696
75116;2205;835
75117;2176;600
75118;1894;277
75119;1812;282
75120;1909;123
92004;180;90
92007;141;21
92009;84;32
92012;880;422
92014;55;15
92020;148;35
92022;62;30
92023;74;20
92024;400;226
92025;120;88
92026;193;49
92032;122;35
92035;128;22
92036;126;88
92040;495;314
92044;359;218
92046;238;39
92048;107;38
92049;283;51
92050;222;115
92051;378;168
92062;58;31
92063;195;79
92064;79;26
92071;90;22
92072;118;3
92073;264;23
92075;258;35
92077;24;1
93001;404;148
93006;208;15
93008;19;15
93045;233;7
93048;792;98
93053;58;30
93055;563;84
93061;42;1
93063;67;17
93064;124;53
93066;516;294
93070;269;136
94002;122;55
94003;120;28
94016;112;59
94017;121;73
94018;248;63
94022;79;35
94033;349;59
94037;119;43
94041;579;238
94042;124;75
94043;150;28
94046;180;95
94052;131;47
94067;119;37
94069;44;26
94076;254;37
94080;278;135
94081;482;180
95018;95;73
