arrond;capacity;avail. bike
75101;768;-35
75102;660;-14
75103;389;-13
75104;634;-36
75105;1203;-11
75106;1032;-9
75107;1010;7
75108;1481;-26
75109;1172;-48
75110;1583;-22
75111;1972;33
75112;2726;26
75113;2320;47
75114;1783;28
75115;3342;29
75116;2205;29
75117;2176;36
75118;1894;44
75119;1812;24
75120;1909;47
92004;180;10
92007;141;0
92009;84;0
92012;880;6
92014;55;0
92020;148;2
92022;62;0
92023;74;0
92024;400;23
92025;120;0
92026;193;2
92032;122;0
92035;128;-1
92036;126;2
92040;495;6
92044;359;3
92046;238;1
92048;107;3
92049;283;13
92050;222;-2
92051;378;-4
92062;58;2
92063;195;0
92064;79;1
92071;90;0
92072;118;0
92073;264;-1
92075;258;7
92077;24;1
93001;404;13
93006;208;-1
93008;19;0
93045;233;-3
93048;792;10
93053;58;0
93055;563;10
93061;42;1
93063;67;1
93064;124;0
93066;516;0
93070;269;8
94002;122;0
94003;120;2
94016;112;3
94017;121;0
94018;248;1
94022;79;0
94033;349;4
94037;119;0
94041;579;15
94042;124;2
94043;150;7
94046;180;1
94052;131;2
94067;119;3
94069;44;3
94076;254;-2
94080;278;2
94081;482;3
95018;95;0
