Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
20119;Square des Saint-Simoniens;OUI;25;22;2;0;2;OUI;OUI;2022-03-10T15:58:12+01:00;48.8701796,2.3967273;Paris;
19019;Petit - Manin;OUI;22;15;7;0;7;OUI;OUI;2022-03-10T15:57:06+01:00;48.88650687534334,2.3938155401308374;Paris;
21403;Gare de Clamart;OUI;14;12;2;0;2;OUI;OUI;2022-03-10T15:56:18+01:00;48.81383535598703,2.272278964519501;Clamart;
42207;Place des Marseillais;OUI;37;34;3;1;2;OUI;OUI;2022-03-10T15:58:26+01:00;48.82663907252554,2.4059280753135686;Charenton-le-Pont;
12030;Charenton - Wattignies;OUI;33;24;8;4;4;OUI;OUI;2022-03-10T15:56:52+01:00;48.83667579640627,2.391795855555629;Paris;
5119;Jussieu - Guy de la Brosse;OUI;40;6;34;32;2;OUI;OUI;2022-03-10T15:58:21+01:00;48.845665,2.355653;Paris;
13014;Gare d'Austerlitz;OUI;14;0;11;9;2;OUI;OUI;2022-03-10T15:57:16+01:00;48.842524,2.364044;Paris;
21109;Guichet - Jean Jaurès;OUI;28;21;4;1;3;OUI;OUI;2022-03-10T15:49:55+01:00;48.905169868129036,2.3023840785026555;Clichy;
20120;Evariste Galois;OUI;30;30;0;0;0;OUI;OUI;2022-03-10T15:55:15+01:00;48.87308753734472,2.4133380129933357;Paris;
17007;Navier - Epinettes;OUI;36;34;2;1;1;OUI;OUI;2022-03-10T15:52:28+01:00;48.89587780769155,2.3226776719093327;Paris;
21502;Verdun - Place Henri IV;OUI;26;19;5;5;0;OUI;OUI;2022-03-10T15:53:31+01:00;48.870797375639214,2.2277003154158592;Suresnes;
14001;Edgar Quinet - Gaité;OUI;27;19;7;1;6;OUI;OUI;2022-03-10T15:57:09+01:00;48.84116092896631,2.32459545135498;Paris;
12126;Gravelle - Route du Bac;OUI;51;45;6;6;0;OUI;OUI;2022-03-10T15:54:39+01:00;48.824407,2.418455;Paris;
42023;Place Léon Gambetta;OUI;26;12;14;11;3;OUI;OUI;2022-03-10T15:55:58+01:00;48.81461250235386,2.4029293656349187;Ivry-sur-Seine;
16129;Ceinture du Lac Inferieure - Saint-Cloud;OUI;42;29;12;6;6;OUI;OUI;2022-03-10T15:57:51+01:00;48.86218070933143,2.2617871686816216;Paris;
35019;Anatole France - Jean Lolive;OUI;28;11;17;4;13;OUI;OUI;2022-03-10T15:56:55+01:00;48.8949922,2.4253764;Pantin;
14104;Boyer-Barret - Raymond Losserand;OUI;23;20;3;0;3;OUI;OUI;2022-03-10T15:58:22+01:00;48.83329880233322,2.3173383995890617;Paris;
20113;Piat - Parc de Belleville;OUI;21;21;0;0;0;OUI;OUI;2022-03-10T15:49:24+01:00;48.87195626635528,2.384981390278095;Paris;
17018;Parc Monceau;OUI;18;7;11;10;1;OUI;OUI;2022-03-10T15:57:24+01:00;48.88107791412864,2.3095492646098137;Paris;
15017;Place Falguière;OUI;23;23;0;0;0;OUI;OUI;2022-03-10T15:55:59+01:00;48.83629973941847,2.3104464635252953;Paris;
15029;Emeriau - Place de Brazzaville;OUI;51;2;48;43;5;OUI;OUI;2022-03-10T15:57:54+01:00;48.850785261674964,2.2871585190296173;Paris;
31702;Pierre et Marie Curie - Julien Grimau;OUI;18;17;1;0;1;OUI;OUI;2022-03-10T15:49:06+01:00;48.870714014863225,2.424097023904324;Bagnolet;
10005;Petites Ecuries - Faubourg Poissonnière;OUI;18;13;5;2;3;OUI;OUI;2022-03-10T15:56:37+01:00;48.87397217237368,2.348388757504776;Paris;
5116;Place Valhubert;OUI;37;5;32;29;3;OUI;OUI;2022-03-10T15:58:05+01:00;48.844182577315166,2.3640366643667217;Paris;
92004;Nanterre - Université;OUI;20;12;7;3;4;OUI;OUI;2022-03-10T15:55:25+01:00;48.901365,2.212693;Nanterre;
18020;Francoeur - Marcadet;OUI;20;19;1;0;1;OUI;OUI;2022-03-10T15:57:17+01:00;48.89104123261663,2.340014585442034;Paris;
20136;Henri Chevreau - Couronnes;OUI;27;25;0;0;0;OUI;OUI;2022-03-10T15:58:17+01:00;48.87033205312931,2.388777695596218;Paris;
5026;Pascal - Claude Bernard;OUI;49;25;24;12;12;OUI;OUI;2022-03-10T15:58:04+01:00;48.839061952159746,2.3499782010912895;Paris;
43006;Vignerons - Minimes;OUI;29;4;24;15;9;OUI;OUI;2022-03-10T15:58:18+01:00;48.841486,2.430793;Vincennes;
8102;Lamennais - Washington;OUI;26;3;22;9;13;OUI;OUI;2022-03-10T15:57:37+01:00;48.87352990026496,2.303444892168045;Paris;
8012;Batignolles - Place de Clichy;OUI;47;43;3;1;2;OUI;OUI;2022-03-10T15:56:53+01:00;48.88347453575669,2.326493114233017;Paris;
23011;Bineau - Louise Michel;OUI;25;10;15;2;13;OUI;OUI;2022-03-10T15:56:38+01:00;48.88666162206972,2.2843274474143986;Levallois-Perret;
21111;Professeur René Leriche - Général Leclerc;OUI;50;19;30;29;1;OUI;OUI;2022-03-10T15:58:02+01:00;48.90782845483013,2.307887971401215;Clichy;
21308;Bara - Henri Farman;OUI;36;2;33;19;14;OUI;OUI;2022-03-10T15:57:04+01:00;48.833218027457846,2.2677567601203923;Issy-les-Moulineaux;
20040;Parc de Belleville - Julien Lacroix;OUI;26;24;2;1;1;OUI;OUI;2022-03-10T15:56:39+01:00;48.8703459,2.3842214;Paris;
42503;Vladimir Ilitch Lénine - Andrée Chedid;OUI;31;30;1;1;0;OUI;OUI;2022-03-10T15:50:09+01:00;48.813199499999044,2.3321458697319035;Arcueil;
8101;Londres - Amsterdam;OUI;23;18;4;1;3;OUI;OUI;2022-03-10T15:57:47+01:00;48.878034461503965,2.326483540969424;Paris;
13026;Place Jean Delay;OUI;35;33;1;1;0;OUI;OUI;2022-03-10T15:54:02+01:00;48.823316,2.354336;Paris;
13102;Pitié-Salpêtrière;OUI;51;4;47;36;11;OUI;OUI;2022-03-10T15:56:36+01:00;48.83748810318667,2.365213818848133;Paris;
14130;Jonquoy - Didot;OUI;30;26;4;1;3;OUI;OUI;2022-03-10T15:55:42+01:00;48.82890454823947,2.31648076325655;Paris;
41207;Place du Général de Gaulle;OUI;28;24;4;2;2;OUI;OUI;2022-03-10T15:58:11+01:00;48.8525288,2.4877332;Fontenay-sous-Bois;
34002;Capitaine Glarner - Gabriel Péri;OUI;27;16;7;5;2;OUI;OUI;2022-03-10T15:57:56+01:00;48.902449900418745,2.3304807533425724;Saint-Ouen-sur-Seine;
7014;Saint-François-Xavier;OUI;42;27;13;5;8;OUI;OUI;2022-03-10T15:58:13+01:00;48.851544847689894,2.3146149516105656;Paris;
21019;Edouard Vaillant - Paul-Adolphe Souriau;OUI;28;8;20;12;8;OUI;OUI;2022-03-10T15:57:31+01:00;48.83484585882868,2.2479459643363957;Boulogne-Billancourt;
6018;Michelet - Assas;OUI;18;3;15;2;13;OUI;OUI;2022-03-10T15:57:25+01:00;48.84274150283194,2.335021197795868;Paris;
12032;Porte Dorée;OUI;36;36;0;0;0;OUI;OUI;2022-03-10T15:58:10+01:00;48.8354337,2.4077132;Paris;
19037;Belleville - Porte des Lilas;OUI;32;32;0;0;0;OUI;OUI;2022-03-10T15:53:12+01:00;48.87660391892763,2.404769691129476;Paris;
15038;Place Adolphe Cherioux - Vaugirard;OUI;63;57;6;2;4;OUI;OUI;2022-03-10T15:58:05+01:00;48.83959442800459,2.3010657727718353;Paris;
19109;Tanger - Place du Maroc;OUI;19;17;2;0;2;OUI;OUI;2022-03-10T15:57:56+01:00;48.8862524447104,2.3689296841621403;Paris;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;34;3;2;1;OUI;OUI;2022-03-10T15:55:39+01:00;48.876327,2.3585464;Paris;
51003;Hôtel de Ville d'Argenteuil;OUI;30;6;24;8;16;OUI;OUI;2022-03-10T15:57:32+01:00;48.946504,2.2496396;Argenteuil;
8051;Batignolles - Rome;OUI;15;12;1;0;1;OUI;OUI;2022-03-10T15:53:21+01:00;48.881823370566806,2.3202589899301524;Paris;
12001;Bastille - Biscornet;OUI;62;3;57;50;7;OUI;OUI;2022-03-10T15:56:24+01:00;48.851355779579,2.369220033288;Paris;
14122;Colonel Monteil - Brune;OUI;19;18;1;0;1;OUI;OUI;2022-03-10T15:56:41+01:00;48.8265029331101,2.30927479982717;Paris;
22001;Château - Bineau;OUI;23;4;18;10;8;OUI;OUI;2022-03-10T15:55:33+01:00;48.890404028589806,2.270106375217438;Neuilly-sur-Seine;
18025;Mairie du 18ème;OUI;40;36;4;1;3;OUI;OUI;2022-03-10T15:57:59+01:00;48.892939296937605,2.3445510864257812;Paris;
20027;Porte de Ménilmontant;OUI;15;13;2;0;2;OUI;OUI;2022-03-10T15:56:47+01:00;48.8691543609174,2.40932246879487;Paris;
9023;Laffitte - Italiens;OUI;33;3;30;17;13;OUI;OUI;2022-03-10T15:56:50+01:00;48.871815737396304,2.337201547845077;Paris;
15108;Lourmel - Marie Skobtsov;OUI;22;15;6;4;2;OUI;OUI;2022-03-10T15:57:54+01:00;48.844974,2.287283;Paris;
17047;Courcelles - Pierre Demours;OUI;26;20;6;3;3;OUI;OUI;2022-03-10T15:56:24+01:00;48.883769733273496,2.29858466343129;Paris;
19009;Cité des Sciences et de l'Industrie;OUI;30;29;1;1;0;OUI;OUI;2022-03-10T15:51:21+01:00;48.89659571178903,2.384599149227142;Paris;
17046;Mac-Mahon - Brey;OUI;25;21;4;1;3;OUI;OUI;2022-03-10T15:56:34+01:00;48.877532084130166,2.294512536052928;Paris;
17121;Square des Epinettes;OUI;20;18;2;0;2;OUI;OUI;2022-03-10T15:52:48+01:00;48.89383909781389,2.325953990221024;Paris;
47006;Les Planètes;OUI;16;11;5;1;4;OUI;OUI;2022-03-10T15:50:25+01:00;48.8099849920804,2.4580853059887886;Maisons-Alfort;
18109;Pajol - Riquet;OUI;47;43;1;0;1;OUI;OUI;2022-03-10T15:58:21+01:00;48.88960028134536,2.3628534749150276;Paris;
19038;Lassus - Delouvain;OUI;20;18;2;0;2;OUI;OUI;2022-03-10T15:56:07+01:00;48.87550448459959,2.3890327325518528;Paris;
18029;Emile Blemont - Poteau;OUI;39;37;2;1;1;OUI;OUI;2022-03-10T15:49:40+01:00;48.8943782,2.3415122;Paris;
21703;Square du Carrefour de l'Insurrection;OUI;23;21;2;1;1;OUI;OUI;2022-03-10T15:55:31+01:00;48.820864559770676,2.291113436222077;Vanves;
20118;Orteaux - Mouraud;OUI;24;22;1;0;1;OUI;OUI;2022-03-10T15:54:34+01:00;48.85558642847872,2.408762907764669;Paris;
20023;Pelleport - Belgrand;OUI;15;15;0;0;0;OUI;OUI;2022-03-10T15:58:15+01:00;48.86500081847653,2.403980836377493;Paris;
15049;Porte de Versailles;OUI;0;0;0;0;0;NON;NON;2022-01-05T09:23:10+01:00;48.83215381734912,2.2871491312980647;Paris;
35017;Toffier Decaux - Cartier Bresson;OUI;7;1;6;4;2;OUI;OUI;2022-03-10T15:57:39+01:00;48.90165072551549,2.4017545580863957;Pantin;
9117;Bellefond - Maubeuge;OUI;31;30;1;0;1;OUI;OUI;2022-03-10T15:56:01+01:00;48.878255397644715,2.345264218747616;Paris;
15031;Théâtre - Lourmel;OUI;53;30;23;20;3;OUI;OUI;2022-03-10T15:56:08+01:00;48.8482070397636,2.2898658737540245;Paris;
11041;Square Saint-Ambroise;OUI;43;34;3;0;3;OUI;OUI;2022-03-10T15:57:46+01:00;48.860934,2.375841;Paris;
11006;Ledru-Rollin - Place du Père Chaillet;OUI;37;25;12;6;6;OUI;OUI;2022-03-10T15:58:19+01:00;48.856433706943704,2.379020587761426;Paris;
19127;Aubervilliers - Curial;OUI;23;23;0;0;0;OUI;OUI;2022-03-10T15:52:50+01:00;48.89088305227546,2.3688579350709915;Paris;
14112;Méchain - Faubourg Saint-Jacques;OUI;16;13;2;0;2;OUI;OUI;2022-03-10T15:55:52+01:00;48.83586772099485,2.33798034198275;Paris;
47004;Stade Auguste Delaune;OUI;21;7;12;6;6;OUI;OUI;2022-03-10T15:58:30+01:00;48.80896378683884,2.4345204234123234;Maisons-Alfort;
11010;Boulets - Faubourg Saint-Antoine;OUI;43;42;1;0;1;OUI;OUI;2022-03-10T15:57:26+01:00;48.84925926211519,2.391754614194301;Paris;
15002;Maine - Antoine Bourdelle;OUI;17;5;12;4;8;OUI;OUI;2022-03-10T15:58:05+01:00;48.84308531746595,2.320263946784738;Paris;
5121;Square René Viviani - Montebello;OUI;34;5;29;25;4;OUI;OUI;2022-03-10T15:58:11+01:00;48.851904891406384,2.347842156887055;Paris;
1117;Pont Neuf - Rivoli;OUI;26;2;23;17;6;OUI;OUI;2022-03-10T15:57:54+01:00;48.86008989261731,2.344057559967041;Paris;
11043;Place Pasdeloup;OUI;21;12;9;7;2;OUI;OUI;2022-03-10T15:58:29+01:00;48.86265421563133,2.3670325062844237;Paris;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;10;17;13;4;OUI;OUI;2022-03-10T15:57:14+01:00;48.85927970247607,2.3466217517852783;Paris;
32004;Wilson - Landy;OUI;40;13;24;17;7;OUI;OUI;2022-03-10T15:55:50+01:00;48.91516726221354,2.357633225619793;Saint-Denis;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;42;2;0;2;OUI;OUI;2022-03-10T15:57:15+01:00;48.8896779050281,2.33817871442611;Paris;
32001;Proudhon - Président Wilson;OUI;30;3;26;24;2;OUI;OUI;2022-03-10T15:56:25+01:00;48.90644276349534,2.3584905266761784;Saint-Denis;
7008;Villersexel - Saint-Germain;OUI;16;4;12;9;3;OUI;OUI;2022-03-10T15:58:11+01:00;48.858297001217615,2.323793470859528;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;43;2;0;2;OUI;OUI;2022-03-10T15:57:46+01:00;48.80956436844049,2.3626908659935;Le Kremlin-Bicêtre;
20201;Eugène Reisz - Davout;OUI;20;19;1;1;0;OUI;OUI;2022-03-10T15:53:49+01:00;48.85631874632638,2.410396970808506;Paris;
16112;Chernoviz - Raynouard;OUI;37;35;2;0;2;OUI;OUI;2022-03-10T15:56:21+01:00;48.8569864146289,2.282173218142987;Paris;
13046;Eugène Oudiné - Dessous Des Berges;OUI;44;12;31;29;2;OUI;OUI;2022-03-10T15:56:00+01:00;48.8256423,2.3750226;Paris;
12004;Traversière - Ledru-Rollin;OUI;34;15;19;19;0;OUI;OUI;2022-03-10T15:56:54+01:00;48.850735824128805,2.375870111706245;Paris;
20030;Ménilmontant - Père Lachaise;OUI;56;47;7;1;6;OUI;OUI;2022-03-10T15:58:15+01:00;48.86328729150227,2.3869940266013145;Paris;
15003;Gare Montparnasse - Vaugirard;OUI;66;55;11;4;7;OUI;OUI;2022-03-10T15:57:41+01:00;48.8418071798797,2.31951002690117;Paris;
6032;Sabot - Rennes;OUI;26;5;20;20;0;OUI;OUI;2022-03-10T15:56:34+01:00;48.852575112948415,2.331552766263485;Paris;
8001;Petit Palais;OUI;43;8;32;23;9;OUI;OUI;2022-03-10T15:56:20+01:00;48.8667692,2.3157655;Paris;
14030;Pernety - Raymond Losserand;OUI;32;30;2;1;1;OUI;OUI;2022-03-10T15:57:14+01:00;48.83425462795304,2.317609339386963;Paris;
17022;Pereire - Place de Wagram;OUI;46;44;2;1;1;OUI;OUI;2022-03-10T15:55:40+01:00;48.887070607581215,2.304111124531457;Paris;
12161;Diderot - Reuilly;OUI;44;30;13;9;4;OUI;OUI;2022-03-10T15:57:37+01:00;48.84720845606067,2.3861273378133774;Paris;
10114;Granges aux Belles - Hôpital Saint-Louis;OUI;60;52;6;1;5;OUI;OUI;2022-03-10T15:54:42+01:00;48.874794994841274,2.366669436984963;Paris;
10036;Aqueduc - Villette;OUI;28;23;4;3;1;OUI;OUI;2022-03-10T15:55:45+01:00;48.883886063895396,2.36719880331497;Paris;
19041;Belleville - Pyrénées;OUI;42;40;0;0;0;OUI;OUI;2022-03-10T15:57:31+01:00;48.8741908,2.3860039;Paris;
14028;Alésia - Suisses;OUI;47;44;2;0;2;OUI;OUI;2022-03-10T15:58:27+01:00;48.831682520717614,2.3149869226003754;Paris;
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;23;1;0;1;OUI;OUI;2022-03-10T15:55:14+01:00;48.88095574164779,2.352430514838522;Paris;
19023;Manin - Simon Bolivar;OUI;26;23;3;1;2;OUI;OUI;2022-03-10T15:54:45+01:00;48.87649965412676,2.379407362599104;Paris;
21311;Parvis Corentin Celton;OUI;55;9;44;39;5;OUI;OUI;2022-03-10T15:57:54+01:00;48.82747252522725,2.2784319519996648;Issy-les-Moulineaux;
12041;Bois de Vincennes.;OUI;60;49;11;9;2;OUI;OUI;2022-03-10T15:57:48+01:00;48.8338064,2.4132221;Saint-Mandé;
8056;Beaujon - Wagram;OUI;29;25;4;0;4;OUI;OUI;2022-03-10T15:53:54+01:00;48.87535245598514,2.2964416444301605;Paris;
7016;Surcouf - Université;OUI;58;10;46;44;2;OUI;OUI;2022-03-10T15:58:26+01:00;48.861273016278126,2.309453550914185;Paris;
18138;Ney - Charles Hermite;OUI;20;7;12;9;3;OUI;OUI;2022-03-10T15:55:43+01:00;48.89874803977525,2.3645754531025887;Paris;
4011;Hôtel de Ville - Pont-Marie;OUI;36;3;29;26;3;OUI;OUI;2022-03-10T15:57:08+01:00;48.85389964552738,2.356947250664234;Paris;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;5;15;10;5;OUI;OUI;2022-03-10T15:55:48+01:00;48.813810628405,2.5096759200096;Champigny-sur-Marne;
14006;Saint-Jacques - Tombe Issoire;OUI;23;22;1;1;0;OUI;OUI;2022-03-10T15:52:46+01:00;48.833206330538864,2.3369108140468597;Paris;
13041;Porte d'Ivry;OUI;50;47;2;0;2;OUI;OUI;2022-03-10T15:55:51+01:00;48.82176874759649,2.3688706755638127;Paris;
4013;Vieille du Temple - Francs Bourgeois;OUI;29;4;24;18;6;OUI;OUI;2022-03-10T15:57:04+01:00;48.858256413365815,2.35821794718504;Paris;
10163;Gare du Nord - Demarquay;OUI;30;25;4;2;2;OUI;OUI;2022-03-10T15:56:51+01:00;48.881154,2.358411;Paris;
31023;Place François Mitterand;OUI;34;32;2;0;2;OUI;OUI;2022-03-10T15:58:08+01:00;48.86492782016328,2.442958317697048;Montreuil;
2001;Greneta - Sebastopol;OUI;32;0;30;20;10;OUI;OUI;2022-03-10T15:56:08+01:00;48.86524233322809,2.3516669869422917;Paris;
18042;Place Pigalle;OUI;21;20;1;0;1;OUI;OUI;2022-03-10T15:56:49+01:00;48.8827555,2.3361566;Paris;
7101;Raspail - Chomel;OUI;49;5;44;30;14;OUI;OUI;2022-03-10T15:56:54+01:00;48.852233164303094,2.3266580700874333;Paris;
18137;Poissonniers - Nord;OUI;28;22;6;1;5;OUI;OUI;2022-03-10T15:58:12+01:00;48.892511213520656,2.3522228747606277;Paris;
18001;Damrémont - Caulaincourt;OUI;18;18;0;0;0;OUI;OUI;2022-03-10T15:50:54+01:00;48.88714509078738,2.3325880989432335;Paris;
32018;Franciade - Gabriel Péri;OUI;26;23;3;1;2;OUI;OUI;2022-03-10T15:50:37+01:00;48.93261499331498,2.355954498052597;Saint-Denis;
17016;Brochant - Square des Batignolles;OUI;31;25;6;3;3;OUI;OUI;2022-03-10T15:57:00+01:00;48.88818698581028,2.316861143151153;Paris;
18019;Square Raymond Souplex;OUI;52;50;2;1;1;OUI;OUI;2022-03-10T15:49:59+01:00;48.89183721478911,2.335426103165901;Paris;
15063;Convention - Saint-Charles;OUI;19;9;10;4;6;OUI;OUI;2022-03-10T15:55:23+01:00;48.84315611111599,2.2831090539693832;Paris;
13113;Vistule - Choisy;OUI;33;22;9;0;9;OUI;OUI;2022-03-10T15:58:25+01:00;48.82365543660611,2.3615723848342896;Paris;
13114;Nationale - Marcel Duchamp;OUI;23;20;3;1;2;OUI;OUI;2022-03-10T15:55:11+01:00;48.82463749337136,2.3678014799952507;Paris;
15061;Square Desnouettes;OUI;22;8;13;6;7;OUI;OUI;2022-03-10T15:57:23+01:00;48.83476837934194,2.284142297394666;Paris;
11019;Charonne - Philippe-Auguste;OUI;32;24;7;4;3;OUI;OUI;2022-03-10T15:56:46+01:00;48.85560316202584,2.390546390619984;Paris;
8015;Roquépine - Malesherbes;OUI;37;6;30;21;9;OUI;OUI;2022-03-10T15:58:29+01:00;48.87345073390807,2.320404499769211;Paris;
16016;Paul Doumer - La Tour;OUI;34;23;10;1;9;OUI;OUI;2022-03-10T15:57:12+01:00;48.860116109626574,2.280840481911055;Paris;
7026;Place de Finlande;OUI;25;1;24;11;13;OUI;OUI;2022-03-10T15:57:53+01:00;48.86240833596654,2.311362437903881;Paris;
21108;Mairie de Clichy;OUI;51;26;23;20;3;OUI;OUI;2022-03-10T15:57:28+01:00;48.903653634660834,2.3059353232383732;Clichy;
14116;Romain Rolland;OUI;25;12;13;9;4;OUI;OUI;2022-03-10T15:56:40+01:00;48.820215229662765,2.3234144234418346;Montrouge;
12108;Bercy.;OUI;66;3;63;45;18;OUI;OUI;2022-03-10T15:57:54+01:00;48.839966914994,2.3788625746965;Paris;
2110;Jeûneurs - Mulhouse;OUI;28;0;25;12;13;OUI;OUI;2022-03-10T15:57:43+01:00;48.868997,2.346925;Paris;
8105;François 1er - Lincoln;OUI;31;7;24;8;16;OUI;OUI;2022-03-10T15:58:06+01:00;48.86951797934417,2.302426218841562;Paris;
11107;Faidherbe - Dahomey;OUI;44;31;13;9;4;OUI;OUI;2022-03-10T15:57:27+01:00;48.851358329771806,2.383823134795429;Paris;
4109;Mornay - Sully;OUI;15;0;15;12;3;OUI;OUI;2022-03-10T15:58:28+01:00;48.84970399548416,2.364460788667202;Paris;
23302;Parc de Sceaux - Centre-Ville;OUI;33;24;8;2;6;OUI;OUI;2022-03-10T15:49:28+01:00;48.7769529826096,2.2957214713096623;Sceaux;
8049;Georges V - François 1er;OUI;22;5;17;0;17;OUI;OUI;2022-03-10T15:58:13+01:00;48.87034,2.30082;Paris;
21952;Place Tony de Graaff;OUI;42;18;23;20;3;OUI;OUI;2022-03-10T15:57:48+01:00;48.8181645,2.2458109;Meudon;
12154;Square Georges Melies;OUI;40;30;9;7;2;OUI;OUI;2022-03-10T15:58:06+01:00;48.84070239213081,2.409667745232582;Paris;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;29;3;2;1;OUI;OUI;2022-03-10T15:58:27+01:00;48.875022,2.370478;Paris;
9015;Lamartine - Faubourg Montmartre;OUI;32;17;11;10;1;OUI;OUI;2022-03-10T15:55:42+01:00;48.87661398289084,2.339765690267086;Paris;
19021;Mairie du 19ème;OUI;27;25;2;1;1;OUI;OUI;2022-03-10T15:56:35+01:00;48.88256264247959,2.3812624812126164;Paris;
22002;Argenson - Château;OUI;25;5;19;10;9;OUI;OUI;2022-03-10T15:55:12+01:00;48.888559314669514,2.2642001509666447;Neuilly-sur-Seine;
13022;Butte aux Cailles - Esperance;OUI;36;27;4;3;1;OUI;OUI;2022-03-10T15:58:07+01:00;48.82758774190948,2.3492151126265526;Paris;
11110;Roquette - Folie Regnault;OUI;52;48;4;0;4;OUI;OUI;2022-03-10T15:57:36+01:00;48.859246959155485,2.386553623578705;Paris;
12153;Terroirs de France - Lheureux;OUI;55;1;53;39;14;OUI;OUI;2022-03-10T15:56:40+01:00;48.83212027074841,2.388618104159832;Paris;
5028;Censier - Jardin des Plantes;OUI;28;4;24;22;2;OUI;OUI;2022-03-10T15:57:54+01:00;48.84107178161383,2.355475388467312;Paris;
17005;Brochant - Clichy;OUI;53;50;3;2;1;OUI;OUI;2022-03-10T15:51:55+01:00;48.89032998912038,2.319730559929781;Paris;
14016;René Coty - Parc Montsouris;OUI;55;49;4;0;4;OUI;OUI;2022-03-10T15:57:36+01:00;48.82479134498032,2.336124926805496;Paris;
12033;François Truffaut - Saint Emilion;OUI;66;9;57;53;4;OUI;OUI;2022-03-10T15:57:20+01:00;48.83372354344807,2.386601903271428;Paris;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;33;15;10;5;OUI;OUI;2022-03-10T15:58:28+01:00;48.82774555743318,2.4183654785156246;Paris;
22012;Madeleine Michelis - Roule;OUI;25;14;11;11;0;OUI;OUI;2022-03-10T15:55:18+01:00;48.88260431301364,2.2773634269833565;Neuilly-sur-Seine;
18142;Jessaint - Marx Dormoy;OUI;30;26;3;1;2;OUI;OUI;2022-03-10T15:57:09+01:00;48.88484543106364,2.358930408954621;Paris;
18014;Léon - Doudeauville;OUI;13;12;1;1;0;OUI;OUI;2022-03-10T15:55:15+01:00;48.88832421845225,2.353573372638597;Paris;
14127;Odessa - Départ;OUI;39;36;3;1;2;OUI;OUI;2022-03-10T15:57:37+01:00;48.842885590080826,2.3244281485676765;Paris;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;28;1;0;1;OUI;OUI;2022-03-10T15:55:05+01:00;48.82255636666729,2.392039597034455;Ivry-sur-Seine;
15009;Suffren - Pérignon;OUI;46;45;1;0;1;OUI;OUI;2022-03-10T15:52:17+01:00;48.84717561492764,2.307052147596786;Paris;
23005;Gare de Clichy-Levallois;OUI;26;15;11;7;4;OUI;OUI;2022-03-10T15:54:27+01:00;48.89679827481989,2.2984680533409123;Levallois-Perret;
20117;Saint-Fargeau - Mortier;OUI;33;29;2;1;1;OUI;OUI;2022-03-10T15:55:52+01:00;48.87266656122256,2.407912909984589;Paris;
21009;Le Corbusier - Jean Jaurès;OUI;46;33;13;7;6;OUI;OUI;2022-03-10T15:55:14+01:00;48.83780830557548,2.2408381104469304;Boulogne-Billancourt;
4107;Beaumarchais - Pas de la Mule;OUI;18;1;15;11;4;OUI;OUI;2022-03-10T15:55:56+01:00;48.855580507049055,2.368433367343057;Paris;
21951;Place Centrale;OUI;22;21;1;1;0;OUI;OUI;2022-03-10T15:55:46+01:00;48.78740167690531,2.2278830409049992;Meudon;
9013;Mairie du 9ème;OUI;24;3;21;10;11;OUI;OUI;2022-03-10T15:56:58+01:00;48.87326713758289,2.340753448052758;Paris;
31017;Jean Moulin - Paul Doumer;OUI;20;19;1;0;1;OUI;OUI;2022-03-10T15:56:58+01:00;48.8622179854695,2.45533436536789;Montreuil;
13047;Boutroux - Porte de Vitry;OUI;49;30;18;15;3;OUI;OUI;2022-03-10T15:57:49+01:00;48.822632,2.377738;Paris;
23006;Jules Guesde - Alsace;OUI;25;17;6;1;5;OUI;OUI;2022-03-10T15:57:06+01:00;48.89056627550627,2.295077741146088;Levallois-Perret;
18114;Véron - Lepic;OUI;23;21;1;0;1;OUI;OUI;2022-03-10T15:56:22+01:00;48.88526123395252,2.334559857845307;Paris;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;17;7;5;2;OUI;OUI;2022-03-10T15:56:50+01:00;48.82177227954821,2.313155829906464;Malakoff;
13117;Stade Georges Carpentier;OUI;40;36;4;2;2;OUI;OUI;2022-03-10T15:57:46+01:00;48.82048243838136,2.366832196712494;Paris;
92005;Gare de Nanterre Ville;OUI;43;11;29;24;5;OUI;OUI;2022-03-10T15:58:24+01:00;48.8950295,2.1957932;Nanterre;
22103;Senard - Charles Blum;OUI;24;19;4;0;4;OUI;OUI;2022-03-10T15:53:54+01:00;48.857315824799,2.221091687679291;Saint-Cloud;
22009;Charles de Gaulle - Orléans;OUI;26;13;12;7;5;OUI;OUI;2022-03-10T15:58:02+01:00;48.88092225101522,2.271581590175629;Neuilly-sur-Seine;
