arrond;capacity;avail. bike
75101;768;407
75102;660;318
75103;389;320
75104;634;495
75105;1203;414
75106;1032;393
75107;1010;374
75108;1481;190
75109;1172;479
75110;1583;663
75111;1972;1148
75112;2726;1331
75113;2320;653
75114;1783;324
75115;3342;1846
75116;2205;591
75117;2176;628
75118;1894;663
75119;1812;481
75120;1909;449
92004;180;128
92007;141;26
92009;84;38
92012;880;361
92014;55;10
92020;148;39
92022;62;32
92023;74;24
92024;400;184
92025;120;94
92026;193;71
92032;122;40
92035;128;34
92036;126;65
92040;495;239
92044;359;154
92046;238;63
92048;107;47
92049;283;52
92050;222;104
92051;378;100
92062;58;21
92063;195;75
92064;79;8
92071;90;28
92072;118;9
92073;264;31
92075;258;78
92077;24;3
93001;404;131
93006;208;36
93008;19;7
93045;233;24
93048;792;149
93053;58;28
93055;563;121
93061;42;11
93063;67;26
93064;124;61
93066;516;175
93070;269;147
94002;122;68
94003;120;23
94016;112;52
94017;121;74
94018;248;85
94022;79;31
94033;349;129
94037;119;64
94041;579;306
94042;124;64
94043;150;55
94046;180;103
94052;131;39
94067;119;40
94069;44;26
94076;254;40
94080;278;38
94081;482;218
95018;95;73
