arrond;capacity;avail. bike
75101;768;2
75102;660;-2
75103;389;-6
75104;634;-3
75105;1203;0
75106;1032;-4
75107;1010;5
75108;1481;0
75109;1172;-8
75110;1583;-1
75111;1972;-5
75112;2726;8
75113;2320;16
75114;1783;0
75115;3342;0
75116;2205;3
75117;2176;0
75118;1894;3
75119;1812;-6
75120;1909;-5
92004;180;-2
92007;141;0
92009;84;0
92012;880;-1
92014;55;0
92020;148;0
92022;62;0
92023;74;0
92024;400;1
92025;120;0
92026;193;0
92032;122;0
92035;128;1
92036;126;2
92040;495;4
92044;359;1
92046;238;1
92048;107;-1
92049;283;1
92050;222;0
92051;378;0
92062;58;0
92063;195;1
92064;79;0
92071;90;0
92072;118;1
92073;264;-1
92075;258;0
92077;24;0
93001;404;1
93006;208;1
93008;19;0
93045;233;0
93048;792;-1
93053;58;0
93055;563;-2
93061;42;0
93063;67;0
93064;124;1
93066;516;1
93070;269;0
94002;122;0
94003;120;0
94016;112;1
94017;121;0
94018;248;-2
94022;79;0
94033;349;1
94037;119;2
94041;579;2
94042;124;0
94043;150;0
94046;180;0
94052;131;0
94067;119;0
94069;44;0
94076;254;0
94080;278;0
94081;482;2
95018;95;0
