arrond;capacity;avail. bike
75101;768;350
75102;660;288
75103;389;305
75104;634;456
75105;1203;389
75106;1032;363
75107;1010;380
75108;1481;172
75109;1172;447
75110;1583;677
75111;1972;1200
75112;2726;1324
75113;2320;680
75114;1783;301
75115;3342;1901
75116;2205;587
75117;2176;663
75118;1894;694
75119;1812;487
75120;1909;458
92004;180;133
92007;141;27
92009;84;42
92012;880;367
92014;55;7
92020;148;40
92022;62;32
92023;74;25
92024;400;198
92025;120;92
92026;193;75
92032;122;44
92035;128;33
92036;126;68
92040;495;248
92044;359;146
92046;238;69
92048;107;45
92049;283;55
92050;222;105
92051;378;97
92062;58;22
92063;195;75
92064;79;7
92071;90;30
92072;118;9
92073;264;31
92075;258;71
92077;24;3
93001;404;139
93006;208;40
93008;19;6
93045;233;24
93048;792;162
93053;58;28
93055;563;121
93061;42;11
93063;67;28
93064;124;60
93066;516;178
93070;269;143
94002;122;73
94003;120;31
94016;112;53
94017;121;74
94018;248;91
94022;79;32
94033;349;126
94037;119;68
94041;579;320
94042;124;65
94043;150;56
94046;180;102
94052;131;37
94067;119;44
94069;44;32
94076;254;52
94080;278;49
94081;482;217
95018;95;74
