arrond;capacity;avail. bike
75101;768;484
75102;660;357
75103;389;248
75104;634;483
75105;1203;362
75106;1032;421
75107;1010;440
75108;1481;449
75109;1172;329
75110;1583;484
75111;1972;743
75112;2726;1261
75113;2320;624
75114;1783;256
75115;3342;1565
75116;2205;518
75117;2176;440
75118;1894;405
75119;1812;301
75120;1909;248
92004;180;112
92007;141;21
92009;84;38
92012;880;276
92014;55;13
92020;148;37
92022;62;30
92023;74;15
92024;400;144
92025;120;79
92026;193;59
92032;122;35
92035;128;24
92036;126;57
92040;495;262
92044;359;167
92046;238;39
92048;107;42
92049;283;36
92050;222;105
92051;378;87
92062;58;21
92063;195;77
92064;79;8
92071;90;22
92072;118;7
92073;264;24
92075;258;55
92077;24;1
93001;404;112
93006;208;27
93008;19;11
93045;233;18
93048;792;80
93053;58;27
93055;563;98
93061;42;8
93063;67;22
93064;124;56
93066;516;184
93070;269;140
94002;122;58
94003;120;22
94016;112;49
94017;121;71
94018;248;74
94022;79;31
94033;349;92
94037;119;47
94041;579;229
94042;124;69
94043;150;30
94046;180;84
94052;131;27
94067;119;22
94069;44;20
94076;254;23
94080;278;28
94081;482;171
95018;95;72
