arrond;capacity;avail. bike
75101;768;52
75102;660;79
75103;389;44
75104;634;-11
75105;1203;88
75106;1032;69
75107;1010;62
75108;1481;122
75109;1172;57
75110;1583;12
75111;1972;-7
75112;2726;1
75113;2320;13
75114;1783;-31
75115;3342;-5
75116;2205;53
75117;2176;11
75118;1894;-39
75119;1812;-14
75120;1909;-14
92004;180;-5
92007;141;3
92009;84;-2
92012;880;11
92014;55;0
92020;148;-4
92022;62;0
92023;74;-1
92024;400;-7
92025;120;3
92026;193;5
92032;122;-1
92035;128;0
92036;126;-1
92040;495;2
92044;359;18
92046;238;-7
92048;107;2
92049;283;-7
92050;222;0
92051;378;17
92062;58;2
92063;195;-1
92064;79;1
92071;90;-1
92072;118;0
92073;264;-4
92075;258;4
92077;24;0
93001;404;-2
93006;208;-9
93008;19;2
93045;233;-2
93048;792;-17
93053;58;-1
93055;563;-11
93061;42;-1
93063;67;-5
93064;124;0
93066;516;11
93070;269;-14
94002;122;-3
94003;120;-6
94016;112;-3
94017;121;-1
94018;248;-4
94022;79;0
94033;349;-5
94037;119;-7
94041;579;-8
94042;124;3
94043;150;0
94046;180;-4
94052;131;-2
94067;119;-6
94069;44;-4
94076;254;2
94080;278;4
94081;482;10
95018;95;0
