arrond;capacity;avail. bike
75101;768;461
75102;660;328
75103;389;279
75104;634;504
75105;1203;359
75106;1032;443
75107;1010;406
75108;1481;346
75109;1172;363
75110;1583;561
75111;1972;878
75112;2726;1283
75113;2320;614
75114;1783;261
75115;3342;1654
75116;2205;531
75117;2176;496
75118;1894;447
75119;1812;334
75120;1909;296
92004;180;117
92007;141;24
92009;84;37
92012;880;307
92014;55;11
92020;148;39
92022;62;30
92023;74;15
92024;400;159
92025;120;82
92026;193;61
92032;122;39
92035;128;29
92036;126;61
92040;495;236
92044;359;160
92046;238;38
92048;107;46
92049;283;46
92050;222;103
92051;378;89
92062;58;20
92063;195;78
92064;79;7
92071;90;25
92072;118;7
92073;264;31
92075;258;66
92077;24;2
93001;404;122
93006;208;37
93008;19;10
93045;233;17
93048;792;94
93053;58;26
93055;563;118
93061;42;8
93063;67;21
93064;124;58
93066;516;174
93070;269;142
94002;122;68
94003;120;20
94016;112;48
94017;121;72
94018;248;83
94022;79;32
94033;349;109
94037;119;54
94041;579;245
94042;124;69
94043;150;34
94046;180;88
94052;131;30
94067;119;23
94069;44;23
94076;254;28
94080;278;33
94081;482;189
95018;95;72
