arrond;capacity;avail. bike
75101;768;421
75102;660;316
75103;389;320
75104;634;508
75105;1203;386
75106;1032;400
75107;1010;369
75108;1481;201
75109;1172;483
75110;1583;648
75111;1972;1143
75112;2726;1331
75113;2320;647
75114;1783;324
75115;3342;1837
75116;2205;586
75117;2176;630
75118;1894;651
75119;1812;464
75120;1909;432
92004;180;128
92007;141;26
92009;84;36
92012;880;364
92014;55;10
92020;148;40
92022;62;32
92023;74;23
92024;400;177
92025;120;94
92026;193;71
92032;122;40
92035;128;35
92036;126;66
92040;495;241
92044;359;152
92046;238;61
92048;107;47
92049;283;54
92050;222;105
92051;378;96
92062;58;20
92063;195;77
92064;79;8
92071;90;28
92072;118;9
92073;264;31
92075;258;78
92077;24;3
93001;404;130
93006;208;34
93008;19;7
93045;233;23
93048;792;150
93053;58;28
93055;563;124
93061;42;11
93063;67;26
93064;124;60
93066;516;173
93070;269;146
94002;122;68
94003;120;24
94016;112;52
94017;121;74
94018;248;84
94022;79;30
94033;349;126
94037;119;61
94041;579;306
94042;124;64
94043;150;56
94046;180;103
94052;131;38
94067;119;40
94069;44;26
94076;254;39
94080;278;36
94081;482;219
95018;95;73
