arrond;capacity;avail. bike
75101;768;501
75102;660;394
75103;389;313
75104;634;395
75105;1203;713
75106;1032;715
75107;1010;688
75108;1481;969
75109;1172;500
75110;1583;415
75111;1972;704
75112;2726;1446
75113;2320;960
75114;1783;189
75115;3342;1645
75116;2205;851
75117;2176;541
75118;1894;303
75119;1812;227
75120;1909;155
92004;180;81
92007;141;13
92009;84;28
92012;880;399
92014;55;18
92020;148;43
92022;62;31
92023;74;17
92024;400;233
92025;120;89
92026;193;57
92032;122;38
92035;128;23
92036;126;82
92040;495;317
92044;359;223
92046;238;37
92048;107;33
92049;283;44
92050;222;118
92051;378;170
92062;58;32
92063;195;84
92064;79;20
92071;90;21
92072;118;2
92073;264;22
92075;258;25
92077;24;2
93001;404;125
93006;208;26
93008;19;14
93045;233;7
93048;792;99
93053;58;28
93055;563;88
93061;42;2
93063;67;19
93064;124;50
93066;516;291
93070;269;136
94002;122;53
94003;120;25
94016;112;63
94017;121;72
94018;248;55
94022;79;35
94033;349;61
94037;119;42
94041;579;219
94042;124;72
94043;150;35
94046;180;97
94052;131;43
94067;119;33
94069;44;22
94076;254;25
94080;278;138
94081;482;174
95018;95;75
