arrond;capacity;avail. bike
75101;768;-15
75102;660;-6
75103;389;-2
75104;634;4
75105;1203;-5
75106;1032;-39
75107;1010;-25
75108;1481;-24
75109;1172;-23
75110;1583;11
75111;1972;6
75112;2726;7
75113;2320;-8
75114;1783;8
75115;3342;-33
75116;2205;-32
75117;2176;-6
75118;1894;10
75119;1812;15
75120;1909;-7
92004;180;3
92007;141;0
92009;84;0
92012;880;-9
92014;55;0
92020;148;-2
92022;62;1
92023;74;-2
92024;400;7
92025;120;-1
92026;193;-3
92032;122;0
92035;128;-2
92036;126;-4
92040;495;-8
92044;359;-8
92046;238;-6
92048;107;0
92049;283;-4
92050;222;0
92051;378;-13
92062;58;0
92063;195;-1
92064;79;1
92071;90;1
92072;118;2
92073;264;-5
92075;258;4
92077;24;0
93001;404;-3
93006;208;1
93008;19;0
93045;233;2
93048;792;5
93053;58;-1
93055;563;-7
93061;42;0
93063;67;1
93064;124;2
93066;516;-11
93070;269;-4
94002;122;5
94003;120;-1
94016;112;-1
94017;121;1
94018;248;0
94022;79;0
94033;349;9
94037;119;-2
94041;579;-5
94042;124;-1
94043;150;-5
94046;180;-2
94052;131;-1
94067;119;1
94069;44;-1
94076;254;0
94080;278;-16
94081;482;-3
95018;95;0
