arrond;capacity;avail. bike
75101;768;-26
75102;660;2
75103;389;-6
75104;634;-2
75105;1203;11
75106;1032;-26
75107;1010;1
75108;1481;-13
75109;1172;6
75110;1583;49
75111;1972;29
75112;2726;15
75113;2320;5
75114;1783;-4
75115;3342;20
75116;2205;-11
75117;2176;5
75118;1894;27
75119;1812;17
75120;1909;15
92004;180;-2
92007;141;1
92009;84;1
92012;880;-2
92014;55;1
92020;148;1
92022;62;0
92023;74;0
92024;400;-9
92025;120;3
92026;193;-1
92032;122;1
92035;128;5
92036;126;-1
92040;495;3
92044;359;-4
92046;238;4
92048;107;1
92049;283;-6
92050;222;-1
92051;378;-6
92062;58;1
92063;195;2
92064;79;-2
92071;90;0
92072;118;0
92073;264;-4
92075;258;1
92077;24;0
93001;404;-3
93006;208;3
93008;19;-1
93045;233;2
93048;792;-2
93053;58;0
93055;563;6
93061;42;1
93063;67;-1
93064;124;-1
93066;516;-8
93070;269;9
94002;122;3
94003;120;1
94016;112;-3
94017;121;0
94018;248;5
94022;79;0
94033;349;2
94037;119;1
94041;579;-3
94042;124;-1
94043;150;-3
94046;180;-3
94052;131;-2
94067;119;1
94069;44;0
94076;254;5
94080;278;-4
94081;482;3
95018;95;-1
