arrond;capacity;avail. bike
75101;768;609
75102;660;539
75103;389;267
75104;634;502
75105;1203;641
75106;1032;619
75107;1010;704
75108;1481;948
75109;1172;594
75110;1583;315
75111;1972;587
75112;2726;1189
75113;2320;829
75114;1783;189
75115;3342;1471
75116;2205;635
75117;2176;408
75118;1894;256
75119;1812;211
75120;1909;122
92004;180;71
92007;141;14
92009;84;36
92012;880;356
92014;55;15
92020;148;54
92022;62;26
92023;74;20
92024;400;161
92025;120;82
92026;193;57
92032;122;37
92035;128;29
92036;126;68
92040;495;321
92044;359;242
92046;238;47
92048;107;34
92049;283;60
92050;222;122
92051;378;159
92062;58;34
92063;195;79
92064;79;24
92071;90;23
92072;118;11
92073;264;30
92075;258;43
92077;24;2
93001;404;160
93006;208;9
93008;19;9
93045;233;5
93048;792;101
93053;58;25
93055;563;89
93061;42;6
93063;67;17
93064;124;58
93066;516;297
93070;269;145
94002;122;49
94003;120;33
94016;112;48
94017;121;72
94018;248;56
94022;79;35
94033;349;43
94037;119;43
94041;579;218
94042;124;73
94043;150;22
94046;180;88
94052;131;28
94067;119;17
94069;44;11
94076;254;22
94080;278;76
94081;482;157
95018;95;72
