arrond;capacity;avail. bike
75101;768;404
75102;660;312
75103;389;270
75104;634;396
75105;1203;538
75106;1032;468
75107;1010;487
75108;1481;584
75109;1172;412
75110;1583;475
75111;1972;833
75112;2726;1546
75113;2320;818
75114;1783;251
75115;3342;1659
75116;2205;726
75117;2176;539
75118;1894;376
75119;1812;307
75120;1909;233
92004;180;111
92007;141;17
92009;84;31
92012;880;363
92014;55;15
92020;148;36
92022;62;33
92023;74;13
92024;400;220
92025;120;95
92026;193;59
92032;122;38
92035;128;27
92036;126;76
92040;495;308
92044;359;132
92046;238;42
92048;107;40
92049;283;32
92050;222;103
92051;378;119
92062;58;35
92063;195;81
92064;79;20
92071;90;23
92072;118;6
92073;264;23
92075;258;18
92077;24;2
93001;404;85
93006;208;14
93008;19;13
93045;233;8
93048;792;110
93053;58;27
93055;563;81
93061;42;6
93063;67;24
93064;124;54
93066;516;238
93070;269;151
94002;122;58
94003;120;19
94016;112;53
94017;121;72
94018;248;71
94022;79;36
94033;349;69
94037;119;62
94041;579;219
94042;124;68
94043;150;29
94046;180;96
94052;131;40
94067;119;30
94069;44;27
94076;254;20
94080;278;59
94081;482;198
95018;95;74
