arrond;capacity;avail. bike
75101;768;476
75102;660;382
75103;389;287
75104;634;406
75105;1203;662
75106;1032;608
75107;1010;614
75108;1481;878
75109;1172;480
75110;1583;495
75111;1972;832
75112;2726;1515
75113;2320;950
75114;1783;254
75115;3342;1646
75116;2205;781
75117;2176;559
75118;1894;346
75119;1812;324
75120;1909;236
92004;180;98
92007;141;16
92009;84;32
92012;880;383
92014;55;18
92020;148;41
92022;62;33
92023;74;16
92024;400;224
92025;120;91
92026;193;56
92032;122;40
92035;128;28
92036;126;73
92040;495;322
92044;359;174
92046;238;45
92048;107;34
92049;283;43
92050;222;114
92051;378;141
92062;58;37
92063;195;80
92064;79;27
92071;90;23
92072;118;5
92073;264;18
92075;258;30
92077;24;1
93001;404;116
93006;208;23
93008;19;11
93045;233;7
93048;792;120
93053;58;27
93055;563;85
93061;42;4
93063;67;23
93064;124;55
93066;516;267
93070;269;148
94002;122;60
94003;120;21
94016;112;53
94017;121;72
94018;248;60
94022;79;36
94033;349;75
94037;119;57
94041;579;229
94042;124;69
94043;150;27
94046;180;96
94052;131;38
94067;119;32
94069;44;21
94076;254;20
94080;278;103
94081;482;188
95018;95;75
