arrond;capacity;avail. bike
75101;768;490
75102;660;415
75103;389;284
75104;634;374
75105;1203;727
75106;1032;714
75107;1010;709
75108;1481;968
75109;1172;462
75110;1583;459
75111;1972;661
75112;2726;1471
75113;2320;981
75114;1783;120
75115;3342;1665
75116;2205;831
75117;2176;564
75118;1894;266
75119;1812;273
75120;1909;119
92004;180;86
92007;141;22
92009;84;33
92012;880;421
92014;55;15
92020;148;36
92022;62;30
92023;74;19
92024;400;227
92025;120;88
92026;193;50
92032;122;35
92035;128;22
92036;126;89
92040;495;311
92044;359;211
92046;238;39
92048;107;37
92049;283;54
92050;222;117
92051;378;169
92062;58;29
92063;195;79
92064;79;26
92071;90;22
92072;118;2
92073;264;22
92075;258;33
92077;24;1
93001;404;154
93006;208;13
93008;19;16
93045;233;5
93048;792;99
93053;58;29
93055;563;88
93061;42;2
93063;67;18
93064;124;51
93066;516;294
93070;269;129
94002;122;56
94003;120;25
94016;112;60
94017;121;70
94018;248;63
94022;79;35
94033;349;56
94037;119;44
94041;579;231
94042;124;76
94043;150;29
94046;180;92
94052;131;47
94067;119;33
94069;44;25
94076;254;31
94080;278;134
94081;482;178
95018;95;73
