arrond;capacity;avail. bike
75101;768;387
75102;660;310
75103;389;275
75104;634;411
75105;1203;503
75106;1032;464
75107;1010;485
75108;1481;387
75109;1172;385
75110;1583;625
75111;1972;1135
75112;2726;1421
75113;2320;885
75114;1783;284
75115;3342;1792
75116;2205;722
75117;2176;620
75118;1894;585
75119;1812;392
75120;1909;444
92004;180;119
92007;141;27
92009;84;37
92012;880;395
92014;55;21
92020;148;33
92022;62;31
92023;74;14
92024;400;230
92025;120;97
92026;193;55
92032;122;36
92035;128;30
92036;126;83
92040;495;319
92044;359;135
92046;238;60
92048;107;46
92049;283;35
92050;222;103
92051;378;131
92062;58;35
92063;195;78
92064;79;17
92071;90;28
92072;118;10
92073;264;30
92075;258;36
92077;24;2
93001;404;123
93006;208;27
93008;19;13
93045;233;19
93048;792;153
93053;58;26
93055;563;91
93061;42;9
93063;67;20
93064;124;58
93066;516;235
93070;269;145
94002;122;69
94003;120;31
94016;112;51
94017;121;73
94018;248;72
94022;79;33
94033;349;98
94037;119;75
94041;579;280
94042;124;67
94043;150;23
94046;180;100
94052;131;46
94067;119;30
94069;44;25
94076;254;43
94080;278;51
94081;482;220
95018;95;74
