arrond;capacity;avail. bike
75101;768;446
75102;660;333
75103;389;320
75104;634;511
75105;1203;383
75106;1032;402
75107;1010;388
75108;1481;211
75109;1172;487
75110;1583;639
75111;1972;1116
75112;2726;1345
75113;2320;624
75114;1783;323
75115;3342;1817
75116;2205;572
75117;2176;621
75118;1894;626
75119;1812;479
75120;1909;408
92004;180;125
92007;141;26
92009;84;37
92012;880;369
92014;55;9
92020;148;39
92022;62;32
92023;74;21
92024;400;177
92025;120;94
92026;193;71
92032;122;43
92035;128;34
92036;126;64
92040;495;241
92044;359;152
92046;238;62
92048;107;47
92049;283;49
92050;222;104
92051;378;102
92062;58;21
92063;195;77
92064;79;7
92071;90;27
92072;118;8
92073;264;28
92075;258;68
92077;24;2
93001;404;133
93006;208;35
93008;19;8
93045;233;21
93048;792;135
93053;58;28
93055;563;119
93061;42;9
93063;67;24
93064;124;59
93066;516;168
93070;269;150
94002;122;69
94003;120;25
94016;112;55
94017;121;73
94018;248;81
94022;79;31
94033;349;118
94037;119;56
94041;579;301
94042;124;63
94043;150;51
94046;180;100
94052;131;34
94067;119;37
94069;44;28
94076;254;37
94080;278;38
94081;482;217
95018;95;73
