arrond;capacity;avail. bike
75101;768;19
75102;660;17
75103;389;3
75104;634;19
75105;1203;31
75106;1032;117
75107;1010;63
75108;1481;84
75109;1172;10
75110;1583;-10
75111;1972;-90
75112;2726;-14
75113;2320;10
75114;1783;-100
75115;3342;-145
75116;2205;68
75117;2176;-66
75118;1894;-136
75119;1812;-93
75120;1909;-130
92004;180;-12
92007;141;-2
92009;84;0
92012;880;-10
92014;55;2
92020;148;-3
92022;62;-1
92023;74;-7
92024;400;-14
92025;120;-5
92026;193;-8
92032;122;-3
92035;128;-4
92036;126;-1
92040;495;2
92044;359;0
92046;238;-13
92048;107;-7
92049;283;-10
92050;222;3
92051;378;17
92062;58;-6
92063;195;-1
92064;79;7
92071;90;-2
92072;118;-2
92073;264;-2
92075;258;-20
92077;24;0
93001;404;-23
93006;208;-8
93008;19;1
93045;233;-5
93048;792;-30
93053;58;1
93055;563;-14
93061;42;-4
93063;67;-4
93064;124;-4
93066;516;9
93070;269;2
94002;122;-7
94003;120;5
94016;112;3
94017;121;-2
94018;248;-13
94022;79;0
94033;349;-28
94037;119;-9
94041;579;-20
94042;124;-3
94043;150;-4
94046;180;4
94052;131;2
94067;119;6
94069;44;-6
94076;254;-8
94080;278;16
94081;482;-9
95018;95;0
