arrond;capacity;avail. bike
75101;768;20
75102;660;-7
75103;389;0
75104;634;7
75105;1203;-7
75106;1032;11
75107;1010;-11
75108;1481;-6
75109;1172;8
75110;1583;26
75111;1972;26
75112;2726;8
75113;2320;21
75114;1783;42
75115;3342;17
75116;2205;-20
75117;2176;1
75118;1894;0
75119;1812;5
75120;1909;20
92004;180;5
92007;141;-1
92009;84;1
92012;880;-3
92014;55;0
92020;148;1
92022;62;1
92023;74;-1
92024;400;-2
92025;120;0
92026;193;1
92032;122;3
92035;128;-1
92036;126;1
92040;495;4
92044;359;-8
92046;238;2
92048;107;1
92049;283;0
92050;222;2
92051;378;-7
92062;58;1
92063;195;1
92064;79;1
92071;90;1
92072;118;1
92073;264;1
92075;258;-5
92077;24;0
93001;404;-7
93006;208;3
93008;19;-1
93045;233;-1
93048;792;2
93053;58;0
93055;563;-2
93061;42;-2
93063;67;-1
93064;124;2
93066;516;5
93070;269;2
94002;122;0
94003;120;-2
94016;112;1
94017;121;-2
94018;248;-2
94022;79;0
94033;349;-4
94037;119;-1
94041;579;2
94042;124;1
94043;150;1
94046;180;5
94052;131;1
94067;119;2
94069;44;0
94076;254;-2
94080;278;7
94081;482;7
95018;95;0
