arrond;capacity;avail. bike
75101;768;-26
75102;660;-9
75103;389;11
75104;634;-11
75105;1203;-20
75106;1032;-27
75107;1010;10
75108;1481;-6
75109;1172;-29
75110;1583;4
75111;1972;7
75112;2726;-4
75113;2320;-1
75114;1783;18
75115;3342;49
75116;2205;7
75117;2176;17
75118;1894;33
75119;1812;9
75120;1909;29
92004;180;-4
92007;141;3
92009;84;0
92012;880;8
92014;55;1
92020;148;-1
92022;62;0
92023;74;0
92024;400;8
92025;120;-1
92026;193;-2
92032;122;2
92035;128;2
92036;126;2
92040;495;3
92044;359;12
92046;238;3
92048;107;1
92049;283;15
92050;222;-1
92051;378;4
92062;58;1
92063;195;0
92064;79;1
92071;90;0
92072;118;0
92073;264;3
92075;258;2
92077;24;1
93001;404;1
93006;208;4
93008;19;0
93045;233;1
93048;792;15
93053;58;0
93055;563;4
93061;42;0
93063;67;3
93064;124;3
93066;516;2
93070;269;6
94002;122;3
94003;120;3
94016;112;2
94017;121;1
94018;248;1
94022;79;0
94033;349;3
94037;119;5
94041;579;11
94042;124;1
94043;150;0
94046;180;-2
94052;131;3
94067;119;1
94069;44;0
94076;254;0
94080;278;2
94081;482;3
95018;95;0
