arrond;capacity;avail. bike
75101;768;-30
75102;660;-9
75103;389;-9
75104;634;-6
75105;1203;3
75106;1032;1
75107;1010;-16
75108;1481;-16
75109;1172;-17
75110;1583;-9
75111;1972;-6
75112;2726;16
75113;2320;16
75114;1783;11
75115;3342;13
75116;2205;11
75117;2176;15
75118;1894;29
75119;1812;23
75120;1909;19
92004;180;1
92007;141;0
92009;84;0
92012;880;6
92014;55;0
92020;148;2
92022;62;0
92023;74;0
92024;400;3
92025;120;0
92026;193;0
92032;122;0
92035;128;0
92036;126;0
92040;495;3
92044;359;6
92046;238;2
92048;107;0
92049;283;6
92050;222;0
92051;378;-5
92062;58;0
92063;195;0
92064;79;1
92071;90;0
92072;118;0
92073;264;0
92075;258;2
92077;24;0
93001;404;4
93006;208;4
93008;19;1
93045;233;2
93048;792;8
93053;58;0
93055;563;1
93061;42;2
93063;67;0
93064;124;0
93066;516;4
93070;269;4
94002;122;0
94003;120;0
94016;112;2
94017;121;1
94018;248;4
94022;79;0
94033;349;2
94037;119;4
94041;579;-8
94042;124;0
94043;150;3
94046;180;1
94052;131;2
94067;119;2
94069;44;1
94076;254;1
94080;278;-1
94081;482;2
95018;95;0
