arrond;capacity;avail. bike
75101;768;522
75102;660;395
75103;389;295
75104;634;409
75105;1203;664
75106;1032;669
75107;1010;646
75108;1481;925
75109;1172;504
75110;1583;417
75111;1972;787
75112;2726;1473
75113;2320;949
75114;1783;247
75115;3342;1647
75116;2205;826
75117;2176;559
75118;1894;304
75119;1812;288
75120;1909;229
92004;180;95
92007;141;16
92009;84;31
92012;880;394
92014;55;18
92020;148;43
92022;62;32
92023;74;18
92024;400;230
92025;120;89
92026;193;58
92032;122;39
92035;128;26
92036;126;78
92040;495;326
92044;359;185
92046;238;51
92048;107;35
92049;283;53
92050;222;116
92051;378;167
92062;58;34
92063;195;79
92064;79;29
92071;90;22
92072;118;4
92073;264;28
92075;258;24
92077;24;2
93001;404;120
93006;208;20
93008;19;12
93045;233;2
93048;792;119
93053;58;28
93055;563;82
93061;42;3
93063;67;23
93064;124;54
93066;516;285
93070;269;142
94002;122;53
94003;120;21
94016;112;58
94017;121;71
94018;248;54
94022;79;36
94033;349;64
94037;119;56
94041;579;232
94042;124;71
94043;150;32
94046;180;100
94052;131;41
94067;119;34
94069;44;21
94076;254;17
94080;278;128
94081;482;187
95018;95;76
