arrond;capacity;avail. bike
75101;768;608
75102;660;575
75103;389;272
75104;634;546
75105;1203;752
75106;1032;700
75107;1010;754
75108;1481;1023
75109;1172;607
75110;1583;303
75111;1972;554
75112;2726;1163
75113;2320;923
75114;1783;158
75115;3342;1409
75116;2205;731
75117;2176;397
75118;1894;215
75119;1812;185
75120;1909;88
92004;180;76
92007;141;13
92009;84;32
92012;880;398
92014;55;15
92020;148;54
92022;62;27
92023;74;17
92024;400;173
92025;120;81
92026;193;55
92032;122;41
92035;128;29
92036;126;67
92040;495;321
92044;359;223
92046;238;46
92048;107;36
92049;283;62
92050;222;124
92051;378;182
92062;58;36
92063;195;81
92064;79;24
92071;90;25
92072;118;9
92073;264;27
92075;258;51
92077;24;2
93001;404;165
93006;208;8
93008;19;13
93045;233;5
93048;792;87
93053;58;25
93055;563;82
93061;42;6
93063;67;14
93064;124;59
93066;516;313
93070;269;151
94002;122;49
94003;120;36
94016;112;49
94017;121;72
94018;248;60
94022;79;36
94033;349;32
94037;119;33
94041;579;227
94042;124;71
94043;150;16
94046;180;91
94052;131;30
94067;119;18
94069;44;9
94076;254;17
94080;278;118
94081;482;150
95018;95;71
