arrond;capacity;avail. bike
75101;768;122
75102;660;122
75103;389;197
75104;634;316
75105;1203;310
75106;1032;230
75107;1010;356
75108;1481;158
75109;1172;226
75110;1583;555
75111;1972;1104
75112;2726;1474
75113;2320;814
75114;1783;386
75115;3342;2031
75116;2205;615
75117;2176;698
75118;1894;800
75119;1812;515
75120;1909;437
92004;180;133
92007;141;26
92009;84;44
92012;880;372
92014;55;11
92020;148;42
92022;62;33
92023;74;27
92024;400;251
92025;120;95
92026;193;66
92032;122;47
92035;128;39
92036;126;85
92040;495;282
92044;359;157
92046;238;80
92048;107;50
92049;283;112
92050;222;102
92051;378;90
92062;58;31
92063;195;76
92064;79;15
92071;90;32
92072;118;8
92073;264;31
92075;258;60
92077;24;4
93001;404;183
93006;208;42
93008;19;10
93045;233;22
93048;792;186
93053;58;30
93055;563;143
93061;42;10
93063;67;31
93064;124;60
93066;516;230
93070;269;168
94002;122;60
94003;120;31
94016;112;64
94017;121;74
94018;248;111
94022;79;33
94033;349;122
94037;119;74
94041;579;299
94042;124;67
94043;150;65
94046;180;99
94052;131;50
94067;119;47
94069;44;36
94076;254;47
94080;278;79
94081;482;200
95018;95;75
