arrond;capacity;avail. bike
75101;768;395
75102;660;374
75103;389;254
75104;634;335
75105;1203;590
75106;1032;546
75107;1010;626
75108;1481;872
75109;1172;422
75110;1583;406
75111;1972;710
75112;2726;1455
75113;2320;951
75114;1783;145
75115;3342;1701
75116;2205;791
75117;2176;574
75118;1894;318
75119;1812;254
75120;1909;136
92004;180;91
92007;141;20
92009;84;34
92012;880;398
92014;55;17
92020;148;43
92022;62;30
92023;74;19
92024;400;237
92025;120;90
92026;193;48
92032;122;38
92035;128;25
92036;126;90
92040;495;308
92044;359;209
92046;238;42
92048;107;40
92049;283;65
92050;222;114
92051;378;164
92062;58;30
92063;195;77
92064;79;29
92071;90;20
92072;118;3
92073;264;28
92075;258;39
92077;24;3
93001;404;170
93006;208;18
93008;19;15
93045;233;6
93048;792;109
93053;58;28
93055;563;92
93061;42;3
93063;67;18
93064;124;54
93066;516;291
93070;269;141
94002;122;43
94003;120;30
94016;112;62
94017;121;73
94018;248;71
94022;79;34
94033;349;57
94037;119;53
94041;579;233
94042;124;74
94043;150;40
94046;180;96
94052;131;49
94067;119;29
94069;44;29
94076;254;37
94080;278;143
94081;482;196
95018;95;73
