arrond;capacity;avail. bike
75101;768;515
75102;660;410
75103;389;277
75104;634;372
75105;1203;725
75106;1032;721
75107;1010;693
75108;1481;983
75109;1172;489
75110;1583;436
75111;1972;661
75112;2726;1441
75113;2320;955
75114;1783;140
75115;3342;1668
75116;2205;829
75117;2176;573
75118;1894;297
75119;1812;249
75120;1909;110
92004;180;83
92007;141;19
92009;84;33
92012;880;400
92014;55;17
92020;148;40
92022;62;31
92023;74;19
92024;400;216
92025;120;87
92026;193;52
92032;122;34
92035;128;24
92036;126;87
92040;495;308
92044;359;217
92046;238;39
92048;107;32
92049;283;49
92050;222;120
92051;378;170
92062;58;32
92063;195;79
92064;79;25
92071;90;21
92072;118;2
92073;264;22
92075;258;15
92077;24;1
93001;404;135
93006;208;13
93008;19;14
93045;233;7
93048;792;99
93053;58;28
93055;563;86
93061;42;1
93063;67;16
93064;124;48
93066;516;283
93070;269;134
94002;122;55
94003;120;25
94016;112;61
94017;121;70
94018;248;60
94022;79;33
94033;349;58
94037;119;44
94041;579;228
94042;124;76
94043;150;31
94046;180;95
94052;131;44
94067;119;25
94069;44;20
94076;254;29
94080;278;135
94081;482;176
95018;95;73
